DIFF	/home/hg/git/headlessDCGO/DCGO/Assets/Scripts/CardEffect/BT17/Blue/BT17_026.cs:1	/home/hg/git/headlessDCGO/src/HeadlessDCGO.Engine/Assets/Scripts/CardEffect/BT17/Blue/BT17_026.cs:1 (namespace/class wrapper)	AS-IS wraps the class in a block-scoped `namespace DCGO.CardEffects.BT17 { }` with usings `System.Collections.Generic`, `System`, `System.Linq`; TO-BE uses a file-scoped `namespace HeadlessDCGO.Engine.Assets.Scripts.CardEffect.BT17.Blue;` with different usings (`System.Threading.Tasks`, `...Script`, `...CardEffectCommons`, `...CardEffects`, `...Headless.Services`) and drops the explicit `System`/`System.Collections.Generic`/`System.Linq` usings	MIRROR
DIFF	/home/hg/git/headlessDCGO/DCGO/Assets/Scripts/CardEffect/BT17/Blue/BT17_026.cs:70	/home/hg/git/headlessDCGO/src/HeadlessDCGO.Engine/Assets/Scripts/CardEffect/BT17/Blue/BT17_026.cs:72 (CanSelectPermanentCondition)	AS-IS calls `permanent.TopCard.Owner.GetBattleAreaPermanents()` directly on Owner (AS-IS `CardSource.Owner` is type `Player`, CardSource.cs:25); TO-BE wraps it as `new Player(card.Context, permanent.TopCard.Owner).GetBattleAreaPermanents()` because TO-BE's `CardSource.Owner` is `HeadlessPlayerId` (CardSource.cs:41), not a Player instance	SUBSTRATE
DIFF	/home/hg/git/headlessDCGO/DCGO/Assets/Scripts/CardEffect/BT17/Blue/BT17_026.cs:90	/home/hg/git/headlessDCGO/src/HeadlessDCGO.Engine/Assets/Scripts/CardEffect/BT17/Blue/BT17_026.cs:92 (CanUseCondition, OnDeclaration region)	Same Owner-type substrate wrap as above applied to `card.Owner.HandCards.Contains(card)` (:90/:92) and `card.Owner.GetBattleAreaPermanents().Count(...)` (:92/:94), each becoming `new Player(card.Context, card.Owner).HandCards...` / `...GetBattleAreaPermanents()...`	SUBSTRATE
DIFF	/home/hg/git/headlessDCGO/DCGO/Assets/Scripts/CardEffect/BT17/Blue/BT17_026.cs:109	/home/hg/git/headlessDCGO/src/HeadlessDCGO.Engine/Assets/Scripts/CardEffect/BT17/Blue/BT17_026.cs:111 (ActivateCoroutine, OnDeclaration region)	AS-IS declares `IEnumerator ActivateCoroutine(Hashtable hashtable)`, driven throughout via `yield return ContinuousController.instance.StartCoroutine(...)`; TO-BE declares `async Task ActivateCoroutine(Hashtable hashtable)`, driven via `await`	IRREDUCIBLE
DIFF	/home/hg/git/headlessDCGO/DCGO/Assets/Scripts/CardEffect/BT17/Blue/BT17_026.cs:111	/home/hg/git/headlessDCGO/src/HeadlessDCGO.Engine/Assets/Scripts/CardEffect/BT17/Blue/BT17_026.cs:113 (ActivateCoroutine body, OnDeclaration region)	Same Owner->Player substrate wrap recurs for `card.Owner.HandCards.Contains(card)` (:111/:113), `card.Owner.GetBattleAreaPermanents()` (:113/:115 and :118/:120), `card.Owner.TrashCards.Count(...)` (:158/:160 and :163/:165), and `card.Owner.GetBattleAreaPermanents().Contains(selectedPermanent)` inside CanUseChangeColorCondition (:285/:286)	SUBSTRATE
DIFF	/home/hg/git/headlessDCGO/DCGO/Assets/Scripts/CardEffect/BT17/Blue/BT17_026.cs:115	/home/hg/git/headlessDCGO/src/HeadlessDCGO.Engine/Assets/Scripts/CardEffect/BT17/Blue/BT17_026.cs:117 (ActivateCoroutine local var, OnDeclaration region)	`Permanent selectedPermanent = null;` becomes `Permanent? selectedPermanent = null;` (nullable-reference-type annotation added)	IRREDUCIBLE
DIFF	/home/hg/git/headlessDCGO/DCGO/Assets/Scripts/CardEffect/BT17/Blue/BT17_026.cs:141	/home/hg/git/headlessDCGO/src/HeadlessDCGO.Engine/Assets/Scripts/CardEffect/BT17/Blue/BT17_026.cs:143 (SelectPermanentCoroutine, OnDeclaration region)	`IEnumerator SelectPermanentCoroutine(Permanent permanent) { selectedPermanent = permanent; yield return null; }` becomes `Task SelectPermanentCoroutine(Permanent permanent) { selectedPermanent = permanent; return Task.CompletedTask; }`	IRREDUCIBLE
DIFF	/home/hg/git/headlessDCGO/DCGO/Assets/Scripts/CardEffect/BT17/Blue/BT17_026.cs:252	/home/hg/git/headlessDCGO/src/HeadlessDCGO.Engine/Assets/Scripts/CardEffect/BT17/Blue/BT17_026.cs:253 (SelectCardCoroutine, OnDeclaration region)	`IEnumerator SelectCardCoroutine(CardSource cardSource) { selectedCards.Add(cardSource); yield return null; }` becomes `Task SelectCardCoroutine(CardSource cardSource) { selectedCards.Add(cardSource); return Task.CompletedTask; }`	IRREDUCIBLE
DIFF	/home/hg/git/headlessDCGO/DCGO/Assets/Scripts/CardEffect/BT17/Blue/BT17_026.cs:261	/home/hg/git/headlessDCGO/src/HeadlessDCGO.Engine/Assets/Scripts/CardEffect/BT17/Blue/BT17_026.cs:262 (ActivateCoroutine body, digivolve branch)	AS-IS passes the `ICardEffect activateClass` itself as the 2nd argument, `AddDigivolutionCardsBottom(selectedCards, activateClass)` (AS-IS `Permanent.AddDigivolutionCardsBottom(List<CardSource>, ICardEffect cardEffect, ...)`, Permanent.cs:1133); TO-BE passes `activateClass.EffectSourceCard?.InstanceId` because TO-BE's `Permanent.AddDigivolutionCardsBottom` takes `HeadlessEntityId? causeEffectSourceId` instead of `ICardEffect` (Permanent.cs:3884-3886)	SUBSTRATE
DIFF	/home/hg/git/headlessDCGO/DCGO/Assets/Scripts/CardEffect/BT17/Blue/BT17_026.cs:374	/home/hg/git/headlessDCGO/src/HeadlessDCGO.Engine/Assets/Scripts/CardEffect/BT17/Blue/BT17_026.cs:375 (ActivateCoroutine, digivolve branch)	AS-IS gates the digivolution attempt on `card.CanPlayCardTargetFrame(selectedPermanent.PermanentFrame, true, activateClass)`; TO-BE gates it on `selectedPermanent.TopCard.Owner == card.Owner && card.CanEvolve(selectedPermanent, true)` instead. Both `CanPlayCardTargetFrame` (CardSource.cs:447) and `CanEvolve` (CardSource.cs:2092) exist in TO-BE and are both still used elsewhere in the ported tree (e.g. BT13_028.cs:204 calls `CanPlayCardTargetFrame` the same way AS-IS does here), so the substitution is not forced by a missing symbol	MIRROR
