DIFF	DCGO/Assets/Scripts/Script/CardEffectCommons.cs:424	src/HeadlessDCGO.Engine/Assets/Scripts/Script/CardEffectCommons.cs:671	drops the `card1.Owner.brainStormObject.CloseBrainstrorm(card1)` call before adding the card to hand	SUBSTRATE
DIFF	DCGO/Assets/Scripts/Script/CardEffectCommons.cs:115	src/HeadlessDCGO.Engine/Assets/Scripts/Script/CardEffectCommons.cs:390	passes `null` for `cardEffect` into `CanPlayAsNewPermanent` instead of forwarding the real `cardEffect` parameter	MIRROR
DIFF	DCGO/Assets/Scripts/Script/CardEffectCommons.cs:717	ABSENT	OptionSecurityEffect has no shared-commons port; only reimplemented privately per-card in BT18_098.cs	MIRROR
DIFF	DCGO/Assets/Scripts/Script/CardEffectCommons.cs:723	src/HeadlessDCGO.Engine/Assets/Scripts/Script/CardEffectCommons.cs:2688	drops the `effectDiscription` parameter present in the original signature	MIRROR
DIFF	DCGO/Assets/Scripts/Script/CardEffectCommons.cs:772	src/HeadlessDCGO.Engine/Assets/Scripts/Script/CardEffectCommons.cs:792	a null/empty targetPermanent now invokes failedProcess via Branch(false,...) instead of the original's fully silent yield-break with no callback at all	MIRROR
DIFF	DCGO/Assets/Scripts/Script/CardEffectCommons.cs:781	src/HeadlessDCGO.Engine/Assets/Scripts/Script/CardEffectCommons.cs:857	original overwrites fixedCost with ignoreDigivolutionRequirementFixedCost (discarding fixedCostTuple) whenever ignoreRequirements != None, but the port only skips fixedCostTuple when ignoreDigivolutionRequirementFixedCost >= 0, so it wrongly still applies fixedCostTuple when only ignoreRequirements is set	MIRROR
DIFF	DCGO/Assets/Scripts/Script/CardEffectCommons.cs:1125	src/HeadlessDCGO.Engine/Assets/Scripts/Script/CardEffectCommons.cs:857	same fixedCostTuple-priority bug as DigivolveIntoHandOrTrashCard, shared via the common DigivolveIntoZoneCoreAsync helper	MIRROR
DIFF	DCGO/Assets/Scripts/Script/CardEffectCommons/GameContextDeterminarion.cs:303	src/HeadlessDCGO.Engine/Assets/Scripts/Script/CardEffectCommons.cs:2039	relocated CanPlayAsNewPermanent drops the `root` and `isBreedingArea` parameters entirely (never threaded through)	RELOCATED
DIFF	DCGO/Assets/Scripts/Script/CardEffectCommons/GameContextDeterminarion.cs:303	src/HeadlessDCGO.Engine/Assets/Scripts/Script/CardEffectCommons.cs:2039	relocated CanPlayAsNewPermanent drops the SelectDigiXrosClass/SelectAssemblyClass in-flight-selection lock checks	RELOCATED
DIFF	DCGO/Assets/Scripts/Script/CardEffectCommons/GameContextDeterminarion.cs:303	src/HeadlessDCGO.Engine/Assets/Scripts/Script/CardEffectCommons.cs:2039	relocated CanPlayAsNewPermanent replaces the per-frame `fieldCardFrames.Some(...CanPlayCardTargetFrame)` scan with a flat GetPayingCostWithBaseCost+MemoryController.CanPay check	RELOCATED
