DIFF	/home/hg/git/headlessDCGO/DCGO/Assets/Scripts/Script/CardController.cs:11	/home/hg/git/headlessDCGO/src/HeadlessDCGO.Engine/Assets/Scripts/Script/CardController.cs:57	IDiscardHands ctor gains a `HeadlessEntityId? causeEffectSourceId` param and makes cardEffect optional; the id is stamped on the substrate trash move	SUBSTRATE
DIFF	/home/hg/git/headlessDCGO/DCGO/Assets/Scripts/Script/CardController.cs:25	/home/hg/git/headlessDCGO/src/HeadlessDCGO.Engine/Assets/Scripts/Script/CardController.cs:78	added early-return `if (discardHands.Count == 0) return;` not in original, guarding the discardHands[0].CardSource.Context batch access	SUBSTRATE
DIFF	/home/hg/git/headlessDCGO/DCGO/Assets/Scripts/Script/CardController.cs:29	/home/hg/git/headlessDCGO/src/HeadlessDCGO.Engine/Assets/Scripts/Script/CardController.cs:85	added `context.NextDiscardBatchId()` batch-id derivation threaded into each Discard() call, absent in original	SUBSTRATE
DIFF	/home/hg/git/headlessDCGO/DCGO/Assets/Scripts/Script/CardController.cs:29	/home/hg/git/headlessDCGO/src/HeadlessDCGO.Engine/Assets/Scripts/Script/CardController.cs:90	`yield return StartCoroutine(discardHand.Discard())` became `await discardHand.Discard(discardBatchId, _causeEffectSourceId, cancellationToken)`	IRREDUCIBLE
DIFF	/home/hg/git/headlessDCGO/DCGO/Assets/Scripts/Script/CardController.cs:86	/home/hg/git/headlessDCGO/src/HeadlessDCGO.Engine/Assets/Scripts/Script/CardController.cs:125	IDiscardHand ctor `Hashtable hashtable` param and the `hashtable` property dropped (dead in original Discard, never read)	MIRROR
DIFF	/home/hg/git/headlessDCGO/DCGO/Assets/Scripts/Script/CardController.cs:97	/home/hg/git/headlessDCGO/src/HeadlessDCGO.Engine/Assets/Scripts/Script/CardController.cs:133	Discard() gains `long? discardBatchId, HeadlessEntityId? causeEffectSourceId, CancellationToken` params for the substrate move	SUBSTRATE
DIFF	/home/hg/git/headlessDCGO/DCGO/Assets/Scripts/Script/CardController.cs:99	/home/hg/git/headlessDCGO/src/HeadlessDCGO.Engine/Assets/Scripts/Script/CardController.cs:139	`cardSource.Owner.HandCards.Contains(cardSource)` became `zones.GetCards(Owner, ChoiceZone.Hand).Contains(InstanceId)`	SUBSTRATE
DIFF	/home/hg/git/headlessDCGO/DCGO/Assets/Scripts/Script/CardController.cs:101	/home/hg/git/headlessDCGO/src/HeadlessDCGO.Engine/Assets/Scripts/Script/CardController.cs:141	`DeleteHandCardEffectCoroutine(cardSource)` call removed (UI coroutine, no headless shim)	SUBSTRATE
DIFF	/home/hg/git/headlessDCGO/DCGO/Assets/Scripts/Script/CardController.cs:103	/home/hg/git/headlessDCGO/src/HeadlessDCGO.Engine/Assets/Scripts/Script/CardController.cs:144	`CardObjectController.AddTrashCard(cardSource)` became `context.ZoneMover.TrashCardAsync(Owner, InstanceId, discardBatchId, causeEffectSourceId, ...)`	SUBSTRATE
DIFF	/home/hg/git/headlessDCGO/DCGO/Assets/Scripts/Script/CardController.cs:105	/home/hg/git/headlessDCGO/src/HeadlessDCGO.Engine/Assets/Scripts/Script/CardController.cs:148	`CardEffectCommons.IsExistOnTrash(cardSource)` (which the mirror still provides) replaced by inline `zones.GetCards(Owner, ChoiceZone.Trash).Contains(InstanceId)`	MIRROR
DIFF	/home/hg/git/headlessDCGO/DCGO/Assets/Scripts/Script/CardController.cs:146	/home/hg/git/headlessDCGO/src/HeadlessDCGO.Engine/Assets/Scripts/Script/CardController.cs:2876	SetBurst bound `card.Owner.fieldCardFrames.Count-1` became `new Player(card.Context, card.Owner).GetFieldPermanents().Count-1`, a tighter compacted-list bound (no slot array)	SUBSTRATE
DIFF	/home/hg/git/headlessDCGO/DCGO/Assets/Scripts/Script/CardController.cs:223	/home/hg/git/headlessDCGO/src/HeadlessDCGO.Engine/Assets/Scripts/Script/CardController.cs:2965	IsBurst `card.burstDigivolutionCondition` property became `card.BurstDigivolutionConditionOf()` method (re-evaluated each access)	SUBSTRATE
DIFF	/home/hg/git/headlessDCGO/DCGO/Assets/Scripts/Script/CardController.cs:243	/home/hg/git/headlessDCGO/src/HeadlessDCGO.Engine/Assets/Scripts/Script/CardController.cs:2991	BurstTamer `card.Owner.fieldCardFrames[_burstTamerFrameID].GetFramePermanent()` became compacted `GetFieldPermanents()[_burstTamerFrameID]`	SUBSTRATE
DIFF	/home/hg/git/headlessDCGO/DCGO/Assets/Scripts/Script/CardController.cs:257	/home/hg/git/headlessDCGO/src/HeadlessDCGO.Engine/Assets/Scripts/Script/CardController.cs:3010	IsAppFusion `card.appFusionCondition` property and `fieldCardFrames[i].GetFramePermanent()` became `card.AppFusionConditionOf()` method and `GetFieldPermanents()[i]`	SUBSTRATE
DIFF	/home/hg/git/headlessDCGO/DCGO/Assets/Scripts/Script/CardController.cs:283	/home/hg/git/headlessDCGO/src/HeadlessDCGO.Engine/Assets/Scripts/Script/CardController.cs:3043	LinkedCard `card.Owner.fieldCardFrames[i].GetFramePermanent()` became `new Player(...).GetFieldPermanents()[i]`	SUBSTRATE
