DIFF	/home/hg/git/headlessDCGO/DCGO/Assets/Scripts/Script/CardEffectFactory.cs:1-5	/home/hg/git/headlessDCGO/src/HeadlessDCGO.Engine/Assets/Scripts/Script/CardEffectFactory.cs:1-12	AS-IS has no namespace and uses `using System; System.Collections; System.Collections.Generic; System.Linq; UnityEngine;`; TO-BE wraps the file in `namespace HeadlessDCGO.Engine.Assets.Scripts.Script.CardEffectCommons;` and replaces the UnityEngine using with headless-only usings (HeadlessDCGO.Engine.Headless.Bridge/Choices/Runtime/Services/State) plus two using-aliases (SelectPermanentEffect, PartitionCondition)	SUBSTRATE
DIFF	/home/hg/git/headlessDCGO/DCGO/Assets/Scripts/Script/CardEffectFactory.cs:7	/home/hg/git/headlessDCGO/src/HeadlessDCGO.Engine/Assets/Scripts/Script/CardEffectFactory.cs:15	`public partial class CardEffectFactory` becomes `public static partial class CardEffectFactory` (static added)	MIRROR
DIFF	ABSENT	/home/hg/git/headlessDCGO/src/HeadlessDCGO.Engine/Assets/Scripts/Script/CardEffectFactory.cs:47-50 (LinkedGate)	new `internal static Func<bool>? LinkedGate(CardSource card, bool isLinkedEffect, Func<bool>? condition)` helper; grep -a for LinkedGate across DCGO/Assets/Scripts returns zero hits	INVENTED
DIFF	ABSENT	/home/hg/git/headlessDCGO/src/HeadlessDCGO.Engine/Assets/Scripts/Script/CardEffectFactory.cs:52-53 (ScopePred)	new `internal static Func<CardSource, bool>? ScopePred(Func<Permanent, bool>? permanentCondition)` helper; grep -a for ScopePred across DCGO/Assets/Scripts returns zero hits	INVENTED
DIFF	/home/hg/git/headlessDCGO/DCGO/Assets/Scripts/Script/CardEffectFactory.cs:39 (SetMemoryTo3TamerEffect.CanActivateCondition)	/home/hg/git/headlessDCGO/src/HeadlessDCGO.Engine/Assets/Scripts/Script/CardEffectFactory.cs:946 (SetMemoryTo3TamerEffect.CanActivateCondition)	`card.Owner.MemoryForPlayer <= 2` becomes `new Player(card.Context, card.Owner).MemoryForPlayer <= 2`; AS-IS CardSource.Owner is type Player (CardSource.cs:25), TO-BE CardSource.Owner is HeadlessPlayerId (CardSource.cs:41) which has no MemoryForPlayer member (only on Player, Player.cs:648)	SUBSTRATE
DIFF	/home/hg/git/headlessDCGO/DCGO/Assets/Scripts/Script/CardEffectFactory.cs:51-54 (SetMemoryTo3TamerEffect.ActivateCoroutine)	/home/hg/git/headlessDCGO/src/HeadlessDCGO.Engine/Assets/Scripts/Script/CardEffectFactory.cs:958-961 (SetMemoryTo3TamerEffect.ActivateCoroutine)	`IEnumerator ActivateCoroutine(Hashtable _hashtable){ yield return ContinuousController.instance.StartCoroutine(card.Owner.SetFixedMemory(3, activateClass)); }` becomes `async Task ActivateCoroutine(Hashtable _hashtable){ await card.Owner.SetFixedMemory(3, activateClass); }`	IRREDUCIBLE
DIFF	/home/hg/git/headlessDCGO/DCGO/Assets/Scripts/Script/CardEffectFactory.cs:91 (Gain1MemoryTamerOpponentDigimonEffect.CanActivateCondition)	/home/hg/git/headlessDCGO/src/HeadlessDCGO.Engine/Assets/Scripts/Script/CardEffectFactory.cs:86 (Gain1MemoryTamerOpponentDigimonEffect.CanActivateCondition)	`card.Owner.Enemy.GetBattleAreaDigimons().Count >= 1` becomes `(new Player(card.Context, card.Owner).Enemy?.GetBattleAreaDigimons().Count ?? 0) >= 1`; Enemy only exists on Player (Player.cs:72), not on HeadlessPlayerId, forcing the Player wrap	SUBSTRATE
DIFF	/home/hg/git/headlessDCGO/DCGO/Assets/Scripts/Script/CardEffectFactory.cs:91 (Gain1MemoryTamerOpponentDigimonEffect.CanActivateCondition)	/home/hg/git/headlessDCGO/src/HeadlessDCGO.Engine/Assets/Scripts/Script/CardEffectFactory.cs:86 (Gain1MemoryTamerOpponentDigimonEffect.CanActivateCondition)	same line additionally adds a null-conditional `Enemy?` and `?? 0` fallback not present in AS-IS, which unconditionally dereferences card.Owner.Enemy	MIRROR
DIFF	/home/hg/git/headlessDCGO/DCGO/Assets/Scripts/Script/CardEffectFactory.cs:103-106 (Gain1MemoryTamerOpponentDigimonEffect.ActivateCoroutine)	/home/hg/git/headlessDCGO/src/HeadlessDCGO.Engine/Assets/Scripts/Script/CardEffectFactory.cs:98-101 (Gain1MemoryTamerOpponentDigimonEffect.ActivateCoroutine)	IEnumerator/yield return becomes async Task/await	IRREDUCIBLE
DIFF	/home/hg/git/headlessDCGO/DCGO/Assets/Scripts/Script/CardEffectFactory.cs:115 (Gain1MemoryTamerOwnerDigimonConditionalEffect signature)	/home/hg/git/headlessDCGO/src/HeadlessDCGO.Engine/Assets/Scripts/Script/CardEffectFactory.cs:413 (Gain1MemoryTamerOwnerDigimonConditionalEffect signature)	`Func<Permanent, bool> permamentCondition, Func<bool> condition` (non-nullable, field-name typo permamentCondition) becomes `Func<Permanent, bool>? permanentCondition, Func<bool>? condition` (nullable, typo corrected)	MIRROR
DIFF	/home/hg/git/headlessDCGO/DCGO/Assets/Scripts/Script/CardEffectFactory.cs:121 (Gain1MemoryTamerOwnerDigimonConditionalEffect.EffectDiscription)	/home/hg/git/headlessDCGO/src/HeadlessDCGO.Engine/Assets/Scripts/Script/CardEffectFactory.cs:419-420 (Gain1MemoryTamerOwnerDigimonConditionalEffect.EffectDiscription)	`string EffectDiscription() => effectDescription;` becomes `string EffectDiscription() => string.IsNullOrWhiteSpace(effectDescription) ? "[Start of Your Main Phase] Gain 1 memory." : effectDescription;`, adding a default text AS-IS never had	MIRROR
