DIFF	/home/hg/git/headlessDCGO/DCGO/Assets/Scripts/Script/Permanent.cs:9	ABSENT	Original ctor Permanent(List<CardSource>) plus SetCardSources bulk-seed a per-instance under-card list via Clone+AddCardSource loop; the port Permanent is a transient view over DigivolutionStack state with no per-instance list and no SetCardSources method (its ctors take EngineContext/HeadlessEntityId).	SUBSTRATE
DIFF	/home/hg/git/headlessDCGO/DCGO/Assets/Scripts/Script/Permanent.cs:60	/home/hg/git/headlessDCGO/src/HeadlessDCGO.Engine/Assets/Scripts/Script/Permanent.cs:568	Original seeds the no-level base to the 1145140 sentinel (TopCard.Level returns it, plus explicit !HasLevel branch); the port seeds TopCard.Level whose no-level sentinel is -1, so the level-less base value differs (-1 vs 1145140) and the explicit sentinel branch is dropped.	MIRROR
DIFF	/home/hg/git/headlessDCGO/DCGO/Assets/Scripts/Script/Permanent.cs:45	/home/hg/git/headlessDCGO/src/HeadlessDCGO.Engine/Assets/Scripts/Script/Permanent.cs:1719	oldIsTapped_playCard is a plain bool auto-property in the original but is backed by an OldIsTappedPlayCardStore dictionary keyed by InstanceId in the port (identical get/set and default-false semantics).	SUBSTRATE
DIFF	/home/hg/git/headlessDCGO/DCGO/Assets/Scripts/Script/Permanent.cs:33	/home/hg/git/headlessDCGO/src/HeadlessDCGO.Engine/Assets/Scripts/Script/Permanent.cs:124	PermanentFrame resolves the slot from the fixed TopCard.Owner.FieldPermanents array and returns a pre-built fieldCardFrames[index]; the port uses new Player(_context,OwnerId).GetFieldPermanents() list index and constructs new FieldCardFrame(...) on demand (no slot/frame arrays in mirror Player).	SUBSTRATE
DIFF	/home/hg/git/headlessDCGO/DCGO/Assets/Scripts/Script/Permanent.cs:106	/home/hg/git/headlessDCGO/src/HeadlessDCGO.Engine/Assets/Scripts/Script/Permanent.cs:4143	DiscardEvoRoots is an IEnumerator using yield return StartCoroutine(...); the port is async Task using await (and .Clone() becomes new List<>()), body otherwise statement-for-statement identical.	IRREDUCIBLE
DIFF	ABSENT	/home/hg/git/headlessDCGO/src/HeadlessDCGO.Engine/Assets/Scripts/Script/Permanent.cs:18	PermanentView sealed class (read-only view over DigivolutionStack exposing DigivolutionCards/IsEmpty/TopInstanceId) has no counterpart anywhere in the original tree.	INVENTED
DIFF	ABSENT	/home/hg/git/headlessDCGO/src/HeadlessDCGO.Engine/Assets/Scripts/Script/Permanent.cs:96	Permanent value-equality suite (Equals/GetHashCode/operator==/operator!=) keyed on InstanceId plus _context is invented; the original Permanent defines none and relies on reference identity of the persistent Unity object.	INVENTED
DIFF	ABSENT	/home/hg/git/headlessDCGO/src/HeadlessDCGO.Engine/Assets/Scripts/Script/Permanent.cs:86	SnapshotZone (D-2 pre-removal field-zone snapshot consumed by OnLeaveFieldAnyone gates) is a headless-invented member and ctor param; no SnapshotZone/ChoiceZone snapshot concept exists in the original tree.	INVENTED
DIFF	Permanent.cs:548	Permanent.cs:437	DP fold's face-up-security gate uses !cardSource.IsFlipped in original but SecurityFaceState.IsFaceUpInSecurity(_context, InstanceId) in port [Headless.Runtime.SecurityFaceState]	SUBSTRATE
DIFF	Permanent.cs:54	Permanent.cs:568	Level original wraps body in `if (TopCard != null)` and returns 0 for null; port dereferences TopCard.Level unguarded (no null path / NRE)	MIRROR
