tobe_path,verdict,diff_count,summary
src/HeadlessDCGO.Engine/Assets/Scripts/Script/Player.cs,non,3,"self-documented partial mirror: CanMove (P6C1) drops the AS-IS fieldCardFrames empty-frame capacity check (Player.cs:1172, `fieldCardFrames.Count(frame=>frame.IsEmptyFrame())>=1`), explicit ADAPTATION not substrate; FieldCardFrame is a 'MINIMAL mirror' (Player.cs:1542-1675) that reimplements IsBattleAreaFrame via zone-membership of the occupying permanent instead of AS-IS's FrameID-threshold-against-fixed-slot-array (isBattleAreaFrameID), a different mechanism producing different results for an occupant not resolvable in a slot model; entire UI/render/animation surface (Start/Update/SetPlayerUI/ShowTrash/ShuffleAnimation/SetOriginalPlayMat/hatch-object/AlignHand/etc, Player.cs:14-490,547-660,969-1027 partial) is simply absent rather than translated to a headless equivalent"
src/HeadlessDCGO.Engine/Assets/Scripts/Script/SelectAssemblyClass.cs,1to1,0,"대조 심볼 N개 전부 일치(substrate 번역만): CanSelectAssembly/CanFulfillConditions/CanFulfillEachElementCondition/Select/SelectTrashCard/EndSelectAssembly/AddDigivolutiuonCards/AddDigivolutiuonCardsByEffect verbatim aside from IEnumerator->Task, card.assemblyCondition->AssemblyConditionOf(), card.PermanentOfThisCard()->ICardEffect.ResolvePermanentOfThisCard, card.Owner.TrashCards->Player(...).TrashCards, and UI beats stripped"
src/HeadlessDCGO.Engine/Assets/Scripts/Script/PermanentEffectFactory.cs,non,1,"CanNotSwitchAttackTargetEffect.PermanentCondition (AS-IS PermanentEffectFactory.cs:123-126: `permanent != null && permanent.TopCard && permanent == targetPermanent`) drops the `permanent.TopCard` truthy check in TO-BE (`permanent is not null && permanent.InstanceId == targetPermanent.InstanceId`), an uncredited dropped condition (not listed among the file's documented ADAPTATIONs)"
src/HeadlessDCGO.Engine/Assets/Scripts/Script/CardEffectFactory/ChangeDP.cs,1to1,0,"대조 심볼 N개 전부 일치(substrate 번역만): ChangeSelfDPStaticEffect/ChangeTargetDPStaticEffect/ChangeDPStaticEffect verbatim aside from documented card.PermanentOfThisCard()->ICardEffect.ResolvePermanentOfThisCard and CanNotBeAffected(ICardEffect)->CanNotBeAffected(InstanceId) bridges"
src/HeadlessDCGO.Engine/Assets/Scripts/Script/CardEffectCommons/CanUseEffects/WhenDeleteOpponentDigimon.cs,1to1,0,"대조 심볼 N개 전부 일치(substrate 번역만): CanTriggerWhenDeleteOpponentDigimon byte-for-byte identical logic (only namespace/using changes)"
src/HeadlessDCGO.Engine/Assets/Scripts/Script/CardEffectFactory/CanNotAttack.cs,1to1,0,"대조 심볼 N개 전부 일치(substrate 번역만): CanNotAttackSelfStaticEffect/CanNotAttackStaticEffect verbatim aside from documented card.PermanentOfThisCard()->ICardEffect.ResolvePermanentOfThisCard and CanNotBeAffected bridge"
src/HeadlessDCGO.Engine/Assets/Scripts/Script/CardEffectFactory/AddLinkRequirement.cs,1to1,0,"대조 심볼 N개 전부 일치(substrate 번역만): AddSelfLinkConditionStaticEffect/AddLinkConditionStaticEffect byte-for-byte identical logic (only namespace/using/unused-import changes)"
src/HeadlessDCGO.Engine/Assets/Scripts/Script/ShuffleDeckCode.cs,non,1,"TO-BE is a 7-line skeleton stub ('TODO: Skeleton only. Port or implement deterministic .NET logic later.') while AS-IS has full deck-code encode/decode logic (ReversNumberIDs/ConvertString/ReturnConvertString/ConvFactor/GetConvertDeckCode/GetDeckCode, ~168 lines)"
src/HeadlessDCGO.Engine/Assets/Scripts/Script/CardEffectFactory/KeyWordEffects/Jamming.cs,1to1,0,"대조 심볼 N개 전부 일치(substrate 번역만): JammingSelfStaticEffect/JammingStaticEffect verbatim aside from documented PermanentOfThisCard bridge and DefendingCard==SecurityDigimon -> DefendingCard.InstanceId==SecurityDigimon entity-id comparison"
src/HeadlessDCGO.Engine/Assets/Scripts/Script/CardEffectCommons/GiveEffect/GiveEffectToPermanent/CanNoReturnToDeck.cs,1to1,0,"대조 심볼 N개 전부 일치(substrate 번역만): GainCanNotReturnToDeck body verbatim (guards, PermanentCondition, CanUseCondition, CannotReturnToDeckStaticEffect call, AddEffectToPermanent call) aside from IEnumerator->Task and the terminal CreateBuffEffect UI beat dropped"
