tobe_path,verdict,diff_count,summary
src/HeadlessDCGO.Engine/Assets/Scripts/Script/EditDeck.cs,non,1,"TO-BE is a 7-line skeleton stub (Decision: PORT / TODO comment only, no code); AS-IS has ~1350 lines of real deck-editor logic (drag/drop, card add/remove, filtering, page paging, etc.) entirely unported."
src/HeadlessDCGO.Engine/Assets/Scripts/Script/OfficialCardListUtility.cs,non,1,"TO-BE is a 7-line skeleton stub (Decision: PORT / TODO comment only, no code); AS-IS has ~1330+ lines of real card-data-parsing logic (GetCardDatas, AttachCardData with hundreds of per-card errata branches) entirely unported."
src/HeadlessDCGO.Engine/Assets/Scripts/Script/GManager.cs,non,8,"TO-BE only implements instance/turnStateMachine/autoProcessing/autoProcessing_CutIn/attackProcess/userSelectionManager/GetComponent<T>(); AS-IS's real gameplay-adjacent methods are entirely missing from the mirror: GetPlayerFromID(int) (GManager.cs:494-506), DrawCard(Player) (:571-576), AlterMemory(Player,int) (:578-585), TrashCard(Player) (:587-608), TopDeckCard(Player) (:610-631), PlaceInSecurity(Player,bool) (:633-670), AllowCheats()/AllowAlphaInputs() cheat-shortcut handling (:508-568). These are not pure-UI and are not substrate-stripped elsewhere in the ported corpus checked; no equivalent exists in the mirror file."
src/HeadlessDCGO.Engine/Assets/Scripts/Script/CardEffectCommons/KeyWordEffects/Alliance.cs,1to1,0,"대조 심볼 6개(CanActivateAlliance, AllianceProcess, GainAlliance, GainAlliancePlayerEffect(+Impl)) 전부 일치(substrate 번역만: GameObject/permanent 참조 비교→InstanceId 비교, IEnumerator→Task/async, CreateBuffEffect VFX 스트립, HasMatchConditionPermanent(card,pred) 조인트-스캔 오버로드는 AS-IS 단일-Func 오버로드와 동일 스코프(양측 배틀에어리어) 확인됨)."
src/HeadlessDCGO.Engine/Assets/Scripts/Script/CardEffectCommons/KeyWordEffects/Overclock.cs,1to1,0,"대조 심볼 3개(CanActivateOverclock, OverclockProcess, GainOverclock) 전부 일치(substrate 번역만: permanent 참조 비교→InstanceId 비교, IEnumerator→Task, CreateBuffEffect VFX 스트립)."
src/HeadlessDCGO.Engine/Assets/Scripts/Script/OptionalSkill.cs,1to1,0,"대조 심볼(SelectOptional 게임로직 골격) 일치(substrate 번역만: 트래시카드 표시/아웃라인/커맨드패널/Photon RPC/AI 0.9확률 자동응답 등 순수 UI·Photon 부분 스트립하고 문서화; player.HasPlayerSelection/DequeuePlayerSelection RPC 흐름→ChoiceProvider.ChooseAsync 표준 대체; 메시지 포맷·EffectTargets 처리·SetUseOptional 호출은 AS-IS와 동일)."
src/HeadlessDCGO.Engine/Assets/Scripts/Script/CardEffectCommons/GiveEffect/GiveEffectToPermanentOrPlayer.cs,non,3,"AddEffectToPermanent에 AS-IS에 없는 `if (targetPermanent is null || targetPermanent.InstanceId.IsEmpty) return;` 조기-반환 가드 추가(AS-IS는 이 null 체크 없이 바로 switch 진입); AddEffectToPermanent·AddEffectToPlayer 양쪽에 AS-IS에 없는 ArgumentNullException.ThrowIfNull(card)/ThrowIfNull(cardEffect) 가드 추가(총 4곳). 나머지 switch 로직·던레이션 분기는 AS-IS와 일치."
src/HeadlessDCGO.Engine/Assets/Scripts/Script/CardEffectCommons/GiveEffect/GiveEffectToPermanent/StartOfMainAttack.cs,1to1,0,"대조 심볼(StartOfMainAttack: EffectDiscription/CanUseCondition/CanActivateCondition1/ActivateCoroutine1/GetCardEffect) 전부 일치(substrate 번역만: TurnPlayer==Owner 인라인 비교→기존 AS-IS 헬퍼 IsOwnerTurn(card) 호출로 대체 확인됨(AS-IS GameContextDeterminarion.cs:780과 동일 정의), Player 필드 접근→new Player(context,ownerId) 뷰 생성, IEnumerator→Task, CreateDebuffEffect UI 애니메이션 스트립)."
src/HeadlessDCGO.Engine/Assets/Scripts/Script/CardEffectFactory/KeyWordEffects/Progress.cs,1to1,0,"대조 심볼(ProgressSelfStaticEffect, ProgressStaticEffect: CanUseCondition/CardCondition/SkillCondition) 전부 일치(substrate 번역만: PermanentOfThisCard()→ICardEffect.ResolvePermanentOfThisCard(card), IsOpponentEffect(cardEffect,card)→IsOpponentEffect(cardEffect.EffectSourceCard,card) 오버로드 치환은 AS-IS 정의(Owner==card.Owner.Enemy)와 TO-BE 정의(Owner!=card.Owner)가 2인용 게임에서 동치임을 확인)."
src/HeadlessDCGO.Engine/Assets/Scripts/Script/CardEffectFactory/KeyWordEffects/Decode.cs,1to1,0,"대조 심볼(DecodeSelfEffect, DecodeEffect: CanUseCondition/CanActivateCondition/ActivateCoroutine, DecodeSourceConditionKey 상수) 전부 일치(substrate 번역만: PermanentOfThisCard()→ICardEffect.ResolvePermanentOfThisCard(card), IEnumerator ActivateCoroutine(순수 위임)→Task ActivateCoroutine)."
