tobe_path,verdict,diff_count,summary
src/HeadlessDCGO.Engine/Assets/Scripts/Script/CardEffectCommons/GetFromHashtable.cs,1to1,0,대조 심볼 N개 전부 일치(substrate 번역만)
src/HeadlessDCGO.Engine/Assets/Scripts/Script/CEntity_EffectController.cs,non,4,"AS-IS AddCardEffect(string,string)(:179-241, reflection Component 부착)가 TO-BE에서 통째로 삭제(대체 배선 없음, MISSING.md만 기재); GetUseCountThisTurn에 AS-IS에 없는 CEntityUseCycle.StagedCount 가산 로직 추가; RegisterUseEffectThisTurn에 AS-IS에 없는 CEntityUseCycle.TryStage 스테이징 분기 추가; RemoveUseEffectThisTurn에 AS-IS에 없는 CEntityUseCycle.TryRefund 분기 추가(register-before-body 트랜잭션 신규 도입, AS-IS는 단순 리스트 add/remove뿐)"
src/HeadlessDCGO.Engine/Assets/Scripts/Script/CardEffectCommons/HashtableSetting.cs,non,3,"PierceCheckHashtableOfPermanent가 AS-IS 4키(WinnerPermanents/_real,LoserPermanents/_real) 직접구성 대신 BuildBattleResultPayload로 위임하며 AS-IS에 없는 LoserCard/WasTie 키를 신규 추가; WhenPermanentWouldRemoveFieldCheckHashtable에 AS-IS에 없는 (permanents,bool byBattleCause,bool) 오버로드 신규 추가(ByBattleCauseKey 마커 기록); OnDeletionHashtable에 AS-IS에 없는 (permanents,bool byEffectCause,bool byBattleCause,bool) 오버로드 신규 추가(ByEffectCauseKey/ByBattleCauseKey 마커 기록)"
src/HeadlessDCGO.Engine/Assets/Scripts/Script/CheckEffectDisabledClass.cs,1to1,0,대조 심볼 N개 전부 일치(substrate 번역만; 주석만 추가)
src/HeadlessDCGO.Engine/Assets/Scripts/Script/DeckBuildingRule.cs,non,1,"TO-BE가 7줄 스켈레톤(TODO 주석뿐)이고 AS-IS는 IsValidDeck/ModifiedDeckData/MaxCount_BanList/CanAddCard 등 실로직 212줄 전체 미이식"
src/HeadlessDCGO.Engine/Assets/Scripts/Script/CardEffectFactory/KeyWordEffects/Blitz.cs,1to1,0,대조 심볼 N개 전부 일치(substrate 번역만: IEnumerator/Func<IEnumerator>→Task, PermanentOfThisCard()→ResolvePermanentOfThisCard)
src/HeadlessDCGO.Engine/Assets/Scripts/Script/NextPhaseButton.cs,non,1,"TO-BE가 7줄 스켈레톤(TODO 주석뿐)이고 AS-IS는 OnClick/CoverCoroutine/Update/SwitchTurnSprite 등 실로직 203줄 전체 미이식"
src/HeadlessDCGO.Engine/Assets/Scripts/Script/CardEffectFactory/VortexCanAttackPlayers.cs,1to1,0,대조 심볼 N개 전부 일치(substrate 번역만: PermanentOfThisCard()→ResolvePermanentOfThisCard, CanNotBeAffected(ICardEffect)→CanNotBeAffected(class))
src/HeadlessDCGO.Engine/Assets/Scripts/Script/DeckListPanel.cs,non,1,"TO-BE가 7줄 스켈레톤(TODO 주석뿐)이고 AS-IS는 SetUpDeckListPanel/OpenCoroutine/SetUpDeckCard 등 실로직 176줄 전체 미이식"
src/HeadlessDCGO.Engine/Assets/Scripts/Script/CardEffectCommons/CanUseEffects/WhenLinked.cs,1to1,0,대조 심볼 N개 전부 일치(substrate 번역만)
