tobe_path,비고1
src/HeadlessDCGO.Engine/Headless/Runtime/HeadlessLegalActionDispatcher.cs,"AS-IS 무대응 순수 substrate — AS-IS는 UI 버튼 활성/비활성으로 '지금 둘 수 있는 수'를 암묵 표현하나(클릭 핸들러 등록/미등록), 여기는 RL 에이전트가 소비할 명시적 LegalAction 목록을 매 스텝 재계산하는 headless 전용 열거기(코드 주석이 AS-IS TurnStateMachine/CardSource 앵커를 인용하며 실행은 PlayCardAction 등 이미 포팅된 액션 클래스로 위임 — 표 자체는 발명적 substrate)"
src/HeadlessDCGO.Engine/Headless/Runtime/HeadlessMemoryState.cs,"AS-IS 게임로직 번역(단순화 상태) — AS-IS GameContext.Memory 게이지(GameContext.cs:27, 기본 0)를 Current/Minimum/Maximum 레코드로 옮긴 것이나, 파일 헤더 TODO가 'cost/payment 룰 포팅 후 전면 교체' 예정임을 명시 — 현재는 AS-IS 값 범위(min -10/max 10)만 미러한 임시 축약형"
src/HeadlessDCGO.Engine/Headless/Runtime/HeadlessPhase.cs,"AS-IS 게임로직 번역 — AS-IS GameContext.phase의 6값(None/Active/Draw/Breeding/Main/End)과 값·순서까지 1:1인 enum(주석이 R4 S2 결정으로 명시); 구 스텝-세분(Setup/Unsuspend/MemoryPass)은 HeadlessTurnState.StepCursor로 대체"
src/HeadlessDCGO.Engine/Headless/Runtime/HeadlessPhaseMapping.cs,"AS-IS 게임로직 번역 — AS-IS GameContext.phase/TurnStateMachine의 페이즈 명칭·전이 순서(Setup→Active→Unsuspend→Draw→Breeding→Main→MemoryPass→End)를 별칭 테이블과 NextStep 워크로 미러(TurnStateMachine.ActivePhase/DrawPhase/BreedingPhase/MainPhase/EndPhase 명시 인용)"
src/HeadlessDCGO.Engine/Headless/Runtime/HeadlessTurnState.cs,"AS-IS 게임로직 번역 — AS-IS 턴 진행 상태(현재 턴 플레이어·상대·페이즈·최초턴 여부)를 담는 레코드; IsSetupPhase/IsUnsuspendPhase/IsMainPlayPhase/IsMemoryPassPhase 등은 AS-IS TurnStateMachine의 구 페이즈 세분을 (Phase,StepCursor) 조합 판별식으로 미러"
src/HeadlessDCGO.Engine/Headless/Runtime/IActionLegality.cs,"AS-IS 무대응 순수 substrate — 생성된 합법수 집합과 제출 액션의 동등성을 검증하는 경계 인터페이스(LegalActionSetValidator가 구현); AS-IS는 UI가 클릭 가능한 요소만 노출하므로 '수락 검증'이라는 별도 개념이 없음 — headless RL 경계 전용 인프라"
src/HeadlessDCGO.Engine/Headless/Runtime/IActionProcessor.cs,"AS-IS 무대응 순수 substrate — 액션→상태전이 처리기 커맨드 패턴 인터페이스(파일 TODO가 '실제 AS-IS 핸들러 포팅 시 no-op 대체' 명시); AS-IS에는 대응하는 단일 추상화 없음, headless 파이프라인 실행 인프라"
src/HeadlessDCGO.Engine/Headless/Runtime/IHeadlessAttackController.cs,"AS-IS 헤드리스 번역(인터페이스) — AS-IS AttackProcess(Assets/Scripts/Script/AttackProcess.cs)의 공격 선언/블로커 선택/SwitchDefender/ResolveAttack 등 메서드군을 계약으로 미러(주석이 attackProcess.SwitchDefender 명시 인용)"
src/HeadlessDCGO.Engine/Headless/Runtime/IHeadlessChoiceController.cs,"AS-IS 헤드리스 번역(인터페이스) — AS-IS SelectPermanentEffect.cs(:431-464)·SelectHandEffect.cs(:271-311)의 tap/재탭 선택 UI 흐름(부분선택 세션·확정·스킵)을 계약으로 미러(주석이 파일·라인 명시 인용); TODO가 향후 결정적 전환으로 확장 예정임을 표시"
src/HeadlessDCGO.Engine/Headless/Runtime/IHeadlessMemoryController.cs,"AS-IS 헤드리스 번역(인터페이스, 단순화) — AS-IS GameContext.Memory 게이지 조작(Add/Pay/CanPay)을 계약화; TODO가 '카드결제 로직 포팅 후 AS-IS 메모리/코스트 흐름으로 교체' 예정임을 명시한 임시 인터페이스"
