tobe_path,비고1
src/HeadlessDCGO.Engine/Headless/Runtime/DeferredChoiceProvider.cs,"(나) 순수 실행인프라: 효과 재실행(re-run) 기반 에이전트 선택 대기 브릿지(IChoiceProvider/IDeferredChoiceCoordinator). AS-IS는 동기 코루틴 WaitUntil로 선택을 기다리나(예: SelectHandEffect.cs), 헤드리스는 '처음부터 재실행+응답 리플레이' 계약으로 치환 — 재실행 프레임(Frame/_frames) 관리 자체는 AS-IS 무대응 substrate. 단 B5-2 강제선택 무해법 동결(AS-IS SelectHandEffect.cs:496-570 bounded search 실패 분기)은 AS-IS 대응 로직을 이 substrate 안에 이식한 것."
src/HeadlessDCGO.Engine/Headless/Runtime/DeletionOutcomeWatcher.cs,"(나) 순수 실행인프라(단 AS-IS 대응 명시): AS-IS DeletePeremanentAndProcessAccordingToResult(CardController.cs) 계속(continuation)은 코루틴 Func라 직렬화 불가 — 그 Func를 파킹해두는 컨텍스트 서비스. 실제 호출은 mirror src/HeadlessDCGO.Engine/Assets/Scripts/Script/CardEffectCommons.cs가 Register()로 등록(Scapegoat류 성공/실패 프로세스) — 게임 규칙 자체는 mirror에 있고 이 파일은 '대상 전원 정산될 때까지 대기' 배관만 담당."
src/HeadlessDCGO.Engine/Headless/Runtime/DeletionReplacementCandidateConditions.cs,"(나) 순수 실행인프라: 카드별 후보조건 확장 시임(porting-readiness seam) 인터페이스+기본/델리게이트 구현. 주석상 실제 등록 카드(프로듀서) 0 — AS-IS 대응 없음, 향후 카드 포팅을 위해 미리 뚫어둔 확장점."
src/HeadlessDCGO.Engine/Headless/Runtime/DeletionReplacementGate.cs,"(가/나 혼합) 대부분 RETIRED 스캐폴딩: Evade/Barrier/Decoy/Scapegoat/Fragment/Decode/Partition/Ascension 발화 로직은 전량 삭제되고 AS-IS 자체 PRE cut-in 창(WhenPermanentWouldBeDeleted, GetSkillInfos가 수집하는 인쇄/부여 ActivateClass)으로 이관 완료(주석에 CardController.cs 라인·AS-IS 클래스명 명시). 잔존 SacrificeAsync(공유 희생 헬퍼)는 Runtime/OverclockEffect.cs가 사용 — AS-IS DeletePermanent 경유 희생을 대체하는 substrate 헬퍼. 키 상수 다수는 여전히 상태 마킹용으로 살아있음."
src/HeadlessDCGO.Engine/Headless/Runtime/DeletionReplacementTiming.cs,"(가) AS-IS WhenPermanentWouldBeDeleted PRE 선택창의 헤드리스 에이전트-선택 번역. 대부분의 키워드 옵션(Evade 등 8종)은 RETIRED되어 AS-IS 창으로 이관되었고, 유일하게 남은 CustomWouldBeDeletedOption도 등록 카드(프로듀서) 0(주석 명시). 호출자는 GameFlowProcessor(Runtime) 뿐 — mirror가 직접 위임하지 않는 Runtime 내부 잔존 게이트."
src/HeadlessDCGO.Engine/Headless/Runtime/DeletionSourceTrash.cs,"(다) AS-IS 게임로직 재하우징: AS-IS Permanent.DiscardEvoRoots(DCGO/Assets/Scripts/Script/Permanent.cs:106-142, 원천소스+링크카드 언조건 트래시)와 AceOverflowClass.Overflow(CardController.cs:5836-5851)를 직접 구현. mirror src/HeadlessDCGO.Engine/Assets/Scripts/Script/Permanent.cs의 DiscardEvoRoots 메서드가 '(MIG4) delegating to the verified headless helper'라고 명시하며 이 Runtime 파일의 TrashEvoSourcesAsync/ApplyAceOverflow를 그대로 호출 — 실 구현은 여기, mirror는 AS-IS 시그니처 래퍼."
src/HeadlessDCGO.Engine/Headless/Runtime/DigivolutionStackHelpers.cs,"(다) AS-IS 게임로직 재하우징: AS-IS Permanent.AddDigivolutionCardsBottom/Top·ITrashDigivolutionCards.TrashDigivolutionCards·CardObjectController.RemoveFromAllArea의 디지볼브스택 detach 분기(모두 Permanent.cs/CardController.cs, 라인 다수 인용)를 직접 구현. mirror Permanent.cs·CardEffectCommons.cs가 AddSourcesTopAsync/AddSourcesBottomAsync를 호출해 위임 — 실 구현은 여기."
src/HeadlessDCGO.Engine/Headless/Runtime/DigivolveAction.cs,"(다) AS-IS 게임로직 재하우징: '[Digivolve]' 액션 처리기로서 AS-IS CardController.cs 디지볼브 단일 chokepoint(카드 :1360~1550대, isEvolution 검증부 :3100~4200대) 로직을 리포지토리 위에 직접 재구현(레퍼런스 54회 인용). mirror CardController.cs에도 병행하는 isEvolution 분기가 존재하며 CardSource.cs 주석은 'DigivolveAction's own legality path stays live in parallel'(레거시/새 경로 이중 병존, 미완결 통합 상태)이라고 명시."
src/HeadlessDCGO.Engine/Headless/Runtime/DigivolveCommons.cs,"(다) AS-IS 게임로직 재하우징: AS-IS CardController.cs:1526-1529(DigivolveCount_ThisTurn++; DrawClass 1드로우)를 직접 구현. mirror CardController.cs:4180이 'await Headless.Runtime.DigivolveCommons.OnDigivolveCompletedAsync(...)'로 명시적으로 위임 호출 — 실 구현은 여기."
src/HeadlessDCGO.Engine/Headless/Runtime/DpBoostHelpers.cs,"(다) AS-IS 게임로직 재하우징: AS-IS Permanent.Boosts/AddBoost/RemoveBoost/DP 폴드(Permanent.cs:672-699)를 직접 구현. mirror Permanent.cs의 Boosts 게터는 이 파일의 DpBoostsKey를 읽기만 하고, AddBoost/RemoveBoost 자체는 mirror에 노출된 동명 메서드가 없어(카드 포팅 시 이 Runtime 헬퍼를 직접 호출하는 구조) 실질적 구현 소재지가 이곳."
