tobe_path,asis_home_file,asis_symbol,asis_line,근거
src/HeadlessDCGO.Engine/Headless/Runtime/LinkHelpers.cs,DCGO/Assets/Scripts/Script/Permanent.cs,"Permanent.AddLinkCard / Permanent.RemoveLinkedCard / Permanent.LinkedCards / Permanent.LinkedMax / Permanent.LinkedDP","AddLinkCard:1237; RemoveLinkedCard:1306; LinkedCards:1041; LinkedMax:896; LinkedDP:670","[실측] grep Permanent.cs: AddLinkCard(CardSource,ICardEffect) 코루틴 1237행, RemoveLinkedCard(CardSource,int,bool) 1306행, LinkedMax 초과분 트림 로직 1251-1256(LinkedMax>1이면 RemoveLinkedCard(null,excess) 오너선택, else LinkedCards[0] 무성). WhenLinked/OnLinkCardDiscarded 발화와 linkedDp fold이 substrate 로직과 동일 경로. 미러 CardEffectCommons.NewModelContinuousScan.FoldLinkedMax/FoldLinkCost가 LinkedMax getter 연속수정자(896-1041)의 AS-IS 재하우징"
src/HeadlessDCGO.Engine/Headless/Runtime/MatchSetupFlow.cs,"DCGO/Assets/Scripts/Script/CardObjectController.cs; DCGO/Assets/Scripts/Script/TurnStateMachine.cs","CardObjectController.CreatePlayerDecks (덱 생성/셔플/시드); TurnStateMachine.StartGame (초기 핸드 딜=5장, 시큐리티 딜)","CreatePlayerDecks:16; ShuffledDeckCards:143~288; StartGame:341; 초기5장 for-loop:86; 시큐리티 셋업 IAddSecurityFromLibrary(player,5):StartGame 내","[실측] CreatePlayerDecks(CardPrefab,gameContext) CardObjectController.cs:16, 매 덱 RandomUtility.ShuffledDeckCards 셔플. 초기 핸드 5장 딜과 '멀리건 후 시큐리티 딜(IAddSecurityFromLibrary(player,5))'는 TurnStateMachine.StartGame(341) 내에 있음. substrate의 SeedDeck+DrawAsync(5)+AddSecurity 지연딜이 이 두 파일에 분산 대응"
src/HeadlessDCGO.Engine/Headless/Runtime/MulliganCoordinator.cs,DCGO/Assets/Scripts/Script/TurnStateMachine.cs,"TurnStateMachine.StartGame (마리건 절차: _isRedraw 결정 → 핸드 산 밑으로 → Shuffle → Draw 5 → 전원 결정 후 시큐리티 딜)","StartGame:341; _isRedraw:340; redraw 블록(핸드파괴/AddLibraryBottomCards/Shuffle/DrawClass(player,5)):455-478; 마리건후 시큐리티 for(Players_ForNonTurnPlayer) IAddSecurityFromLibrary:484~490; SetRedraw RPC:516","[실측] StartGame() 내 마리건: '5枚引き直す' DrawClass(player,5,null).Draw() 476행, 핸드를 AddLibraryBottomCards로 되돌리고 Shuffle. '#region set up security'가 마리건 블록 뒤에서 IAddSecurityFromLibrary(player,5) 실행 — substrate의 '전원 결정 후 지연 시큐리티 딜'과 동일 순서. 결정은 플레이어별 순차(order)"
src/HeadlessDCGO.Engine/Headless/Runtime/OptionColorRequirement.cs,DCGO/Assets/Scripts/Script/CardSource.cs,"CardSource.MatchColorRequirement (색상요구 판정); CardSource.CanNotPlayThisOption (옵션 플레이 게이트)","MatchColorRequirement:255; CanNotPlayThisOption:184; IIgnoreColorConditionEffect ignore-scan:270-298; CanNotPlayThisOption→!MatchColorRequirement 참조:240","[실측] AS-IS 옵션 색상요구 판정 원위치는 CardSource.MatchColorRequirement(255) — IIgnoreColorConditionEffect 3구역 ignore-scan 후 필드 퍼머넌트 색상합집합에 요구색 전부 존재 판정. CanNotPlayThisOption(184)이 !MatchColorRequirement로 옵션 플레이를 막음(240행). substrate는 미러 CardSource.MatchColorRequirement에 위임(단일화)"
src/HeadlessDCGO.Engine/Headless/Runtime/OverclockEffect.cs,"DCGO/Assets/Scripts/Script/CardEffectCommons/KeyWordEffects/Overclock.cs; DCGO/Assets/Scripts/Script/CardEffectFactory/KeyWordEffects/Overclock.cs","CardEffectCommons.CanActivateOverclock / CardEffectCommons.OverclockProcess; Factory Overclock (호출부)","Commons CanActivateOverclock:15; Commons OverclockProcess:25; OverclockProcess 내 DeletePeremanentAndProcessAccordingToResult:62; Factory 호출 CanActivateOverclock:55 / OverclockProcess:61","[실측] OverclockProcess(trait,cardSource,activateClass) CardEffectCommons/KeyWordEffects/Overclock.cs:25 — 트레잇/토큰 후보 → SelectPermanent → DeletePeremanentAndProcessAccordingToResult(62) → 삭제시 유발공격. CanActivateOverclock:15가 후보존재 판정. substrate 주석도 이 경로를 명시(R2-A 미러 Overclock.cs로 재하우징, 이 파일은 잔존 choice-controller substrate=R3 몫)"
src/HeadlessDCGO.Engine/Headless/Runtime/PlayCardAction.cs,"DCGO/Assets/Scripts/Script/CardController.cs; DCGO/Assets/Scripts/Script/CardSource.cs","CardController.PlayCardClass.PlayCard (합법성/진입 파이프라인); CardSource.GetPayingCost / CanPlayCardTargetFrame / CanEnterField / AssemblyCondition","PlayCardClass:118; PlayCard():296; endPlayCard 합법성 게이트:832-900; CanPlayCardTargetFrame 호출:865; Assembly fold(CardController):753-761; GetPayingCost(CardSource):705-737; CanPlayCardTargetFrame(CardSource):1163-1170; CanEnterField(CardSource):404-449","[실측] PlayCardClass.PlayCard() CardController.cs:296이 진입 파이프라인, endPlayCard 게이트(832-900)에서 Option배제·비용·필드제한(CanPlayCardTargetFrame 865)을 판정. 비용산정=CardSource.GetPayingCost(705-737), 필드배치제한=CanEnterField(404-449). Assembly는 CardController.cs:753-761에서 통상 플레이에 folded — substrate 주석의 인용 라인과 일치"
src/HeadlessDCGO.Engine/Headless/Runtime/ProgressImmunity.cs,"DCGO/Assets/Scripts/Script/CardEffectCommons/KeyWordEffects/Progress.cs; DCGO/Assets/Scripts/Script/CardEffectFactory/KeyWordEffects/Progress.cs","CardEffectCommons.ProgressProcess (공격중 상대효과 면역 CanNotAffectedClass 구축·UntilEndAttack 버킷 등록); Factory.ProgressStaticEffect","Commons ProgressProcess:62; CanNotAffectedClass 구축:68; SetUpCanNotAffectedClass(CardCondition,SkillCondition):70; IsOpponentEffect:99; Factory ProgressStaticEffect:23 / IsOpponentEffect:69","[실측] ProgressProcess(cardSource,activateClass,...) CardEffectCommons/KeyWordEffects/Progress.cs:62 — CanNotAffectedClass 신설(68), CardCondition=attacker top / SkillCondition=IsOpponentEffect(99). substrate가 동일 CanNotAffectedClass·SetUpCanNotAffectedClass·IsOpponentEffect를 UntilEndAttackEffects 버킷에 append(1:1). Factory.ProgressStaticEffect(23)가 정적판 팩토리"
src/HeadlessDCGO.Engine/Headless/Runtime/RevealAndSelect.cs,DCGO/Assets/Scripts/Script/CardEffectCommons/RevealLibrary.cs,"RevealLibrary.RevealDeckTopCardsAndSelect / SimplifiedRevealDeckTopCardsAndSelect / RevealDeckTopCardsAndProcessForAll / ReturnRevealedCardsToLibraryBottom/Top/TopOrBottom","RevealDeckTopCardsAndProcessForAll:10; SimplifiedRevealDeckTopCardsAndSelect:179; RevealDeckTopCardsAndSelect:229; mutualConditions 인자:191/225; SelectCardConditionClass[]:204; RemainingCardsPlace(DeckBottom/DeckTop/Trash/AddHand/DeckTopOrBottom):104-162","[실측] RevealLibrary.cs: RevealDeckTopCardsAndSelect(229), ProcessForAll(10), 다중조건 SelectCardConditionClass[](204), mutualConditions 인자(191). 잔여배치 RemainingCardsPlace enum + ReturnRevealedCardsToLibraryBottom/Top/TopOrBottom(105/109/162). substrate의 RevealDestination·다중 pass·top/bottom 순서지정이 이 파일 규칙 1:1"
src/HeadlessDCGO.Engine/Headless/Runtime/SecurityResolver.cs,DCGO/Assets/Scripts/Script/CardController.cs,"CardController.ISecurityCheck.SecurityCheck (StopSecurityCheck 재평가·Strike 카운트·[Security]효과·OnSecurityCheck/OnLoseSecurity 창·시큐리티 디지몬 전투); DestroyPermanentsClass.Destroy PRE cut-in","class ISecurityCheck:3880; SecurityCheck():3891; StopSecurityCheck():3893; checkedCount>=Strike break:3935; [Security]효과:3987-4103; OnSecurityCheck 창 stack/drain:4108-4117; 시큐리티디지몬 전투:4119-4184; DestroyPermanentsClass.Destroy PRE:3696/4705","[실측] ISecurityCheck CardController.cs:3880, SecurityCheck() 3891. StopSecurityCheck 로컬함수(3893) 매 루프 재평가, checkedCount>=AttackingPermanent.Strike break(3935). substrate 전체가 이 코루틴의 순서(([Security]효과→OnSecurityCheck/OnLoseSecurity 창→디지몬 전투)와 라인을 직접 인용·미러. 방대한 실소스가 Runtime에 오배치됨"
src/HeadlessDCGO.Engine/Headless/Runtime/SpecialPlayAction.cs,"DCGO/Assets/Scripts/Script/SelectDigiXrosClass.cs; DCGO/Assets/Scripts/Script/SelectJogressEffect.cs; DCGO/Assets/Scripts/Script/SelectBurstDigivolutionEffect.cs; DCGO/Assets/Scripts/Script/CardEffectFactory/KeyWordEffects/BlastDigivolution.cs; DCGO/Assets/Scripts/Script/CardSource.cs","DigiXros=SelectDigiXrosClass; DNA(Jogress)=CardSource.CanPlayJogress + SelectJogressEffect(백트래킹 ParameterComparer.Enumerate); Burst=CardSource.CanBurstDigivolutionFromTargetPermanent/burstDigivolutionCondition + SelectBurstDigivolutionEffect; Blast=BlastDigivolution","SelectDigiXrosClass:10; SelectJogressEffect.CanPlayJogress 사용:146; CardSource.CanPlayJogress:2747; ParameterComparer.Enumerate(순열 백트래킹):2755; CardSource.CanBurstDigivolutionFromTargetPermanent:3211; burstDigivolutionCondition:2987; BurstDigivolutionCondition 클래스:4267; SelectBurstDigivolutionEffect:7","[실측] 특수플레이 4종 실소스: DigiXros=SelectDigiXrosClass.cs(10)+AddDigiXrosConditionClass, DNA=CardSource.CanPlayJogress(2747, ParameterComparer.Enumerate 순열매칭 2755)+SelectJogressEffect, Burst=CardSource.CanBurstDigivolutionFromTargetPermanent(3211)+burstDigivolutionCondition(2987, tamerCondition 포함)+SelectBurstDigivolutionEffect, Blast=Factory/KeyWordEffects/BlastDigivolution.cs. substrate의 백트래킹 재료매칭·TamerCondition이 이들에 대응"
