tobe_path,verdict,diff_count,summary
src/HeadlessDCGO.Engine/Assets/Scripts/Script/CardEffectFactory.cs,non,6,"PlaySelfDigimonAfterBattleSecurityEffect(AS-IS:285/TOBE:1006) 내부에서 6건: (1) AS-IS:390 IsPermanentExistsOnOwnerBattleArea(playedDigimon, playedDigimon.TopCard) 두번째 인자가 TOBE:1126에서 card로 치환, (2) AS-IS:348 PlayPermanentCards root:Security가 TOBE:1083-1089에서 root:ChoiceZone.Execution으로 재맵(다른 zone 해석 체계, 등가 미확인), (3) AS-IS:331/344 CanPlayAsNewPermanent에 전달되던 root:Security 파라미터가 TOBE:1056/1072에서 드롭, (4) Gain1MemoryTamerOwnerDigimonConditionalEffect(AS-IS:121/TOBE:665) EffectDiscription 기본값 분기 추가+CanActivateCondition에 null가드 추가(AS-IS는 무조건 호출), (5) PlaySelfTamerSecurityEffect(AS-IS:167/TOBE:1346) CanActivateCondition 첫 가드가 card.Owner.ExecutingCards.Contains(card)에서 IsExistOnExecutingArea(card)로 치환, (6) Gain2MemoryOptionDelayEffect(AS-IS:490/TOBE:205) DeletePeremanentAndProcessAccordingToResult 호출부가 activateClass 인자에서 sourceCard:card 인자로 시그니처 변경(다른 파일 CardEffectCommons.cs 재구축 시그니처, 이 파일만으론 등가 확인 불가). 41개 AS-IS 메서드명 자체는 전부 TOBE에 존재."
src/HeadlessDCGO.Engine/Assets/Scripts/Script/CardEffectFactory/KeyWordEffects/Link.cs,1to1,0,대조 심볼 8개(LinkEffect·CanSelectPermanentCondition·CanUseCondition·ActivateCoroutine·SelectPermanentCoroutine·GrantedReduceLinkCostClass·GrantedChangeLinkCostClass·ChangeLinkCostClass·ReduceLinkCostClass) 전부 일치(substrate 번역만: IEnumerator→Task, PermanentOfThisCard→ICardEffect.ResolvePermanentOfThisCard, HasMatchConditionPermanent(card,cond) 스코프 오버로드는 전역스캔과 확인된 동치)
src/HeadlessDCGO.Engine/Assets/Scripts/Script/CardEffectCommons/GiveEffect/GiveEffectToPermanent/ChangeSAttack.cs,non,1,"TOBE 파일은 두 ChangeDigimonSAttack 오버로드 몸체가 전부 다른 파일(CardEffectCommons.cs:1812)의 병합된 구현으로 위임되는 브릿지뿐이며, 실제 조건분기/AddEffectToPermanent/버프이펙트 로직이 이 파일에 없어 이 파일만으로 AS-IS(10-119행, CanUseCondition·AddEffectToPermanent·버프/디버프 분기 포함)와의 등가를 확인할 수 없음"
src/HeadlessDCGO.Engine/Assets/Scripts/Script/CardEffectCommons/KeyWordEffects/MindLink.cs,non,2,"(1) AS-IS CanSelectPermanentCondition(MindLink.cs:25) 술어 permanent.DigivolutionCards.Count(cs=>cs.IsTamer && !cs.IsFlipped)==0 에서 TOBE(CanSelectPermanentCondition:57) 는 !cs.IsFlipped 조건이 삭제된 cs.IsTamer 단일조건으로 축소(주석상 '현재 엔진에서 vacuous'라 주장하나 술어 자체는 삭제됨); (2) AS-IS IPlacePermanentToDigivolutionCards 호출(MindLink.cs:77) 대신 TOBE는 DigivolutionStackHelpers.AddSourcesBottomAsync+MoveSourcesBottom 로 재작성되었고 주석에 '레지스트리 드롭 기능이 은퇴(RETIRED)됨'이라 명시(AS-IS와 다른 동작); 두 구현 모두 이 파일만으로 원본 IPlacePermanentToDigivolutionCards와의 완전 등가 확인 불가"
src/HeadlessDCGO.Engine/Assets/Scripts/Script/Combinations.cs,non,1,TOBE는 "TODO: Skeleton only. Port or implement deterministic .NET logic later." 주석 8줄뿐인 스텁이며 AS-IS의 GetCombinations/GetCombinationsCore/HighestValue/GetUniqueNameCardCount/GetUniqueColorCardCount/GetDifferenetColorCardCount 전체 로직(184행)이 미포팅
src/HeadlessDCGO.Engine/Assets/Scripts/Script/CardEffectCommons/KeyWordEffects/Rush.cs,1to1,0,"대조 심볼 4개(GainRush·PermanentCondition·CanUseCondition, GainRushPlayerEffect·PermanentCondition·CanUseCondition) 전부 일치(substrate 번역만: IEnumerator→Task, StartCoroutine→await, 말단 CreateBuffEffect VFX 루프 드롭은 UI전용)"
src/HeadlessDCGO.Engine/Assets/Scripts/Script/CardEffectCommons/GiveEffect/GiveEffectToPlayer/CanNotAttack.cs,1to1,0,대조 심볼(GainCanNotAttackPlayerEffect·AttackerCondition·DefenderCondition·Condition) 전부 일치(substrate 번역만: IEnumerator→Task, PermanentsForTurnPlayer CreateDebuffEffect VFX 루프 드롭은 UI전용, ICardEffect cause 스레딩 동일)
src/HeadlessDCGO.Engine/Assets/Scripts/Script/ConvertBinaryNumber.cs,non,1,TOBE는 "TODO: Skeleton only. Port or implement deterministic .NET logic later." 주석 8줄뿐인 스텁이며 AS-IS의 NStringToNKString/NKStringToNString/IntToNString/NStringToInt 및 numbers 문자표(145행) 전체가 미포팅
src/HeadlessDCGO.Engine/Assets/Scripts/Script/CardEffectCommons/GiveEffect/GiveEffectToPlayer/ImmuneFromDPMinus.cs,1to1,0,대조 심볼(GainImmuneFromDPMinusPlayerEffect·PermanentCondition·CanUseCondition) 전부 일치(substrate 번역만: IEnumerator→Task, PermanentsForTurnPlayer CreateBuffEffect VFX 루프 드롭은 UI전용, cardEffectCondition 실인자 그대로 스레딩)
src/HeadlessDCGO.Engine/Assets/Scripts/Script/CardEffectCommons/KeyWordEffects/Scapegoat.cs,1to1,0,대조 심볼(CanActivateScapegoat·ScapegoatProcess·SelectPermanentCoroutine·SuccessProcess) 전부 일치(substrate 번역만: IEnumerator→Task, HasMatchConditionPermanent(card,cond) 스코프 오버로드는 전역스캔과 확인된 동치, HideDeleteEffect() UI콜 드롭은 UI전용, willBeRemoveField=false 로직은 동일 유지)
src/HeadlessDCGO.Engine/Assets/Scripts/Script/CardEffects/CanSuspendByDigisorptionClass.cs,1to1,0,대조 심볼 3개(SetUpCanSuspendByDigisorptionClass·canSuspendDigisorption·isCheckAvailability) 전부 일치(코드 바이트 동일, namespace 선언만 추가)
src/HeadlessDCGO.Engine/Assets/Scripts/Script/CardEffectFactory/CanNotUnsuspend.cs,1to1,0,대조 심볼(CantUnsuspendStaticEffect·CanUseCondition·PermanentCondition) 전부 일치(코드 바이트 동일, namespace 선언만 추가; 헤더 주석의 CanNotBeAffected 어댑테이션 서술은 실제 코드에 반영되지 않았으나 코드 자체가 AS-IS와 동일하므로 무관)
src/HeadlessDCGO.Engine/Assets/Scripts/Script/CardEffects/InvertSAttackClass.cs,1to1,0,대조 심볼 3개(SetUpChangeSAttackClass·InversionValue·PermanentCondition) 전부 일치(코드 바이트 동일, namespace 선언만 추가)
src/HeadlessDCGO.Engine/Assets/Scripts/Script/CardEffects/CanSelectAssemblyClass.cs,1to1,0,대조 심볼 2개(SetUpCanSelectAssemblyClass·CanSelect) 전부 일치(코드 바이트 동일, namespace 선언만 추가)
src/HeadlessDCGO.Engine/Assets/Scripts/Script/CardEffectCommons/GiveEffect/GiveEffectToPermanent/DeleteSelf.cs,non,1,"TOBE의 AddSelfDeleteEffect 몸체는 실제 로직 없이 다른 파일(CardEffectCommons.cs:2663)의 문자열키 기반 구현으로 위임하는 브릿지이며, AS-IS의 permanent.PermanentEffects.Add(GetCardEffect/GetDetailEffect) 및 GetCardEffect/GetDetailEffect 로컬함수 로직(14-42행)이 이 파일에 없어 이 파일만으로 등가 확인 불가(enum→문자열 매핑 가정도 미검증)"
src/HeadlessDCGO.Engine/Assets/Scripts/Script/CardEffects/CanNotBeDestroyedClass.cs,1to1,0,대조 심볼 2개(SetUpCanNotBeDestroyedClass·CanNotBeDestroyed) 전부 일치(코드 바이트 동일, namespace 선언만 추가)
src/HeadlessDCGO.Engine/Assets/Scripts/Script/CardEffects/CannotBlockClass.cs,1to1,0,대조 심볼 2개(SetUpCannotBlockClass·CannotBlock) 전부 일치(코드 바이트 동일, namespace 선언만 추가)
src/HeadlessDCGO.Engine/Assets/Scripts/Script/CardEffectCommons/MinMax_DP_Cost_Level/DP/IsMaxDP.cs,1to1,0,대조 심볼 1개(IsMaxDP) 일치(substrate 번역만: Player owner→HeadlessPlayerId owner, GetBattleAreaDigimons()→IZoneStateReader.GetCards+IsDigimon 필터, IsPermanentExistsOnOwnerBattleAreaDigimon(permanent,card)를 owner 파라미터와 등가결합되는 IsPermanentExistsOnBattleAreaDigimon(permanent)로 대체하되 별도 OwnerId==owner 가드로 동일 결과 보장; 가드 순서 재배열은 AND 단락평가라 결과불변)
src/HeadlessDCGO.Engine/Assets/Scripts/Script/CardEffects/AddDigiXrosConditionClass.cs,1to1,0,대조 심볼 2개(SetUpAddDigiXrosConditionClass·GetDigiXrosCondition) 전부 일치(코드 바이트 동일, namespace 선언만 추가)
src/HeadlessDCGO.Engine/Assets/Scripts/Script/CardEffects/ChangeEndTurnMinMemoryClass.cs,1to1,0,대조 심볼 2개(SetUpChangeEndTurnMinMemoryClass·GetMinMemory) 전부 일치(코드 바이트 동일, namespace 선언만 추가)
src/HeadlessDCGO.Engine/Assets/Scripts/Script/AutomaticOrder/StartTurnTamerMemory.cs,non,1,TOBE는 "TODO: Skeleton only. Port or implement deterministic .NET logic later." 주석 8줄뿐인 스텁이며 AS-IS의 GetSkillIndexAutomaticOrder 로직(39행, Set Memory to 3 태머 스킬 우선순위 재정렬)이 전혀 미포팅
