tobe_path,비고1
src/HeadlessDCGO.Engine/Headless/Effects/TriggerTimingMap.cs,"AS-IS 게임로직의 재-유도(derive) 알고리즘 — AS-IS는 CardController.cs 각 이동/삭제 호출부(예: DestroyPermanentsClass.Destroy :3699-3852, IReduceSecurity :4360/4377, AutoProcessing.cs :439-465)마다 EffectTiming을 하드코딩해 StackSkillInfos를 직접 호출하지만, 여기서는 CardMoved 등 headless GameEvent의 zone 전환을 스캔해 어떤 AS-IS EffectTiming(들)이 열리는지 한 곳에서 유도한다. 각 규칙이 인용하는 AS-IS 라인(ArmorPurge.cs:63, CardController.cs:3699/3762-3783/4360/4377 등)은 실재하는 판정이며 뭉개기 없이 옮겨졌으나, '구조화된 이벤트→다중 타이밍' 유도 함수 자체는 AS-IS에 없던 headless 전용 재구성(다수 호출부를 하나의 판정 함수로 재하우징)"
src/HeadlessDCGO.Engine/Headless/Effects/TriggerTimings.cs,"AS-IS EffectTiming enum(DCGO/Assets/Scripts/Script/ICardEffect.cs:969)의 headless 번역 — 문자열 상수로 1:1 매핑되며 헤더가 명시(""Names mirror the original Unity EffectTiming enum so Phase 4 card porting is a 1:1 mapping""). BroadcastTimings 집합은 AS-IS의 전역 StackSkillInfos 브로드캐스트 의미론(카드 소유자와 무관하게 모든 리스너가 수집되는 OnDestroyedAnyone 등)을 headless의 카드-스코프 리스너 필터 위에 재현하기 위한 substrate 보강"
src/HeadlessDCGO.Engine/Headless/Effects/WindowChoicePendingException.cs,"AS-IS 무대응 순수 substrate — Unity 코루틴은 yield로 자연스럽게 일시정지하지만 headless는 동기 C# 호출 스택이므로, 에이전트 선택 대기 시 스택을 예외로 되감기 위한 headless 전용 신호 타입(파일 헤더: retired WindowResolver.cs에서 재배치된 현재 유일한 pause 신호)"
src/HeadlessDCGO.Engine/Headless/Effects/WindowResolutionController.cs,"은퇴된 shell — 과거 구(舊) 레지스트리-통화 트리거 윈도우의 정지된 continuation을 보관하던 headless 전용 substrate였으나(AS-IS 대응 없음, Unity 코루틴엔 이런 저장소가 불필요), SkillInfo 컷오버 이후 새 MultipleSkills 윈도우 엔진이 선택 컨트롤러에 직접 파킹하면서 HasPending은 항상 false로 고정된 빈 shell만 잔존(파일 헤더 명시: ""4b B6) Retired shell"")"
src/HeadlessDCGO.Engine/Headless/Rules/TimingWindowTrigger.cs,"AS-IS 무대응 순수 substrate — AS-IS는 코루틴 스택(StackSkillInfos)과 해시테이블 순서로 트리거를 처리하지만, headless는 이를 Priority/Sequence/BatchId를 지닌 불변 레코드로 명시화해 교차-배치 삭제 순서(같은 배치는 인-윈도우 순서 선택, 다른 배치는 오름차순 배치 처리)를 보장하는 headless 전용 정렬/스케줄링 인프라(생성자 인용 AS-IS 위치 없음, 순수 배관)"
src/HeadlessDCGO.Engine/Headless/Runtime/AceOverflowGate.cs,"AS-IS AceOverflowClass.Overflow()(DCGO/Assets/Scripts/Script/CardController.cs:5827-5852, CardObjectController.cs:528/598/787/869 및 Permanent.cs:113-114에서 필드 이탈 시 호출)의 headless 번역 — ACE Digimon이 미개봉 상태로 필드를 떠날 때 소유자가 인쇄된 OverflowMemory만큼 메모리를 잃는 규칙을 MatchStateMutationSink의 중앙 이동 지점 및 배틀/시큐리티 등 raw MoveAsync 종료 경로 각각에 재배선"
src/HeadlessDCGO.Engine/Headless/Runtime/ActionMask.cs,"AS-IS 무대응 순수 substrate — Unity는 UI 버튼 활성/비활성으로 합법 행동을 표시하지만, headless/RL 에이전트 인터페이스는 이를 LegalAction 목록의 불변 스냅샷(ActionMask)으로 명시적으로 노출해야 한다. 게임 로직을 담지 않는 순수 데이터 캐리어"
src/HeadlessDCGO.Engine/Headless/Runtime/ActionProcessResult.cs,"AS-IS 무대응 순수 substrate — Unity 액션 처리는 코루틴/이벤트로 흐르지만, headless 액션 프로토콜은 성공/실패/불법(IllegalAction) 결과를 구조화된 레코드로 반환해야 하므로 신설된 결과 캐리어 타입(게임 판정 로직 없음, 순수 응답 포맷)"
src/HeadlessDCGO.Engine/Headless/Runtime/AttackDeclarationCommons.cs,"AS-IS Assets/Scripts/Script/AttackProcess.cs의 Attack() 시퀀스(공격자 서스펜드/카운터 스냅샷/OnAttack·OnAllyAttack 방출/게이트, AttackProcess.cs:73-253, beforeOnAttackCoroutine :191)를 실제로 호출하는 단일 진입점 — 플레이어 공격 액션과 효과-구동 공격(Vortex/Overclock/Execute) 모두가 동일한 AS-IS 시퀀스를 타도록 통합하는 headless 전용 chokepoint(AS-IS엔 이런 공유 진입점이 없고 각 호출부가 개별적으로 컨트롤러를 불렀음 — 이 부분은 발명적 재하우징이 아니라 여러 호출부를 하나의 AS-IS 함수로 수렴시키는 배관)"
src/HeadlessDCGO.Engine/Headless/Runtime/AttackPhase.cs,"AS-IS AttackProcess.ProcessNextState()(Assets/Scripts/Script/AttackProcess.cs, Counter/Block/Battle/Security/End/CleanUp 상태 전이)의 headless 번역 — 코루틴의 암묵적 상태를 명시적 enum으로 표현해 매 틱 하나의 단계만 전진시키고 에이전트 선택을 위해 일시정지·재개 가능하게 만든 headless 전용 파이프라인 상태 열거(파일 헤더 명시: ""mirroring Unity AS-IS AttackProcess.ProcessNextState()"")"
src/HeadlessDCGO.Engine/Headless/Runtime/AttackPipeline.cs,"AS-IS 무대응 순수 실행 인프라이자 위임 shim — 헤더가 명시하듯 공격 상태 기계 로직 자체는 이미 mirror 계층(Assets/Scripts/Script/AttackProcess.cs, AS-IS AttackProcess의 1:1 substrate 번역)으로 이전되어 있고, 이 파일은 GameFlowProcessor가 매 루프마다 호출하는 안정된 구동 표면(AdvanceAsync)과 테스트를 위한 가상 오버라이드 지점만 제공하는 얇은 배관(AmbientMatchContext 스코프 진입 포함)"
src/HeadlessDCGO.Engine/Headless/Runtime/AttackTargetSwitchGate.cs,"AS-IS Permanent.CanSwitchAttackTarget(DCGO/Assets/Scripts/Script/Permanent.cs:3745-3792, 소비부 Permanent.cs:2156의 블록 자격 게이트)의 headless 번역 — ICanNotSwitchAttackTargetEffect를 필드 퍼머넌트/플레이어 EffectList(None)에서 스캔하는 AS-IS 판정을 그대로 재현하고, 이 게이트를 블록 후보 제시(BlockTiming)와 AttackProcess.SwitchDefender 앞에 재배선"
src/HeadlessDCGO.Engine/Headless/Runtime/BattleDeletionGate.cs,"AS-IS Permanent.CanBeDestroyed()(Permanent.cs:3186) / CanBeDestroyedByBattle(Permanent.cs:3233)의 headless 번역 — NewModelContinuousScan.HasCanNotBeDestroyed / HasCanNotBeDestroyedByBattle 인터페이스 스캔으로 위임하며, 배틀에 의해 삭제되기 전 이 두 AS-IS 판정을 소비하는 게이트로 배선. 파일 헤더가 명시하듯 과거 존재했던 발명 레지스트리 경유 경로(ContinuousScopeEvaluation 값-플래그)는 프로듀서 0으로 은퇴, 현재는 AS-IS 라이브 스캔이 유일 경로"
src/HeadlessDCGO.Engine/Headless/Runtime/CanNotPlayOptionScan.cs,"AS-IS CardSource.CanNotPlayThisOption(DCGO/Assets/Scripts/Script/CardSource.cs:184-248, 소비부 :160)의 headless 번역 — 플레이어 EffectList(None)·필드 퍼머넌트 EffectList(None)·옵션 자신의 EffectList(None) 세 영역을 순회하며 ICanNotPlayCardEffect.CanNotPlay를 평가하는 AS-IS 로직을 1:1로 재현(색상 요구사항 절반은 별도 OptionColorRequirement가 담당)"
src/HeadlessDCGO.Engine/Headless/Runtime/CardEffectRegistrar.cs,"혼합 — 카드가 필드에 진입할 때 포팅된 효과를 CardSource.cEntity_EffectController에 부착하는 절차(RegisterOnEnterPlay)는 headless 전용 배선 인프라(AS-IS는 Permanent.EffectList를 항상 라이브로 질의하므로 별도 등록 절차가 필요 없음, 파일 헤더 명시: ""AS-IS has no registry: a permanent's EffectList is simply queried live""). 다만 InitUseCountThisTurn 리셋 호출은 AS-IS CardSource.Init()의 재현이며, 과거 존재했던 EffectRegistry.Register 경로(레거시 브릿지)는 프로듀서 0으로 완전히 은퇴되어 반환값은 항상 빈 목록"
src/HeadlessDCGO.Engine/Headless/Runtime/CardLeavePlayCleanup.cs,"AS-IS CardController.cs:3762-3783(""record parameters just before deletion"" — DPJustBeforeRemoveField/LevelJustBeforeRemoveField/CostJustBeforeRemoveField/CardNames·CardTraitsJustBeforeRemoveField/PermanentJustBeforeRemoveField 스탬프)의 headless 번역이 핵심(RecordParametersJustBeforeRemoveField). 이를 삭제-경로 4곳(sink 즉시/지연-스윕/배틀/시큐리티) 공통 seam으로 재배선한 부분은 headless 전용 실행 인프라(AS-IS는 각 삭제 경로가 개별적으로 동일 코드를 인라인 실행). Fortitude/Ascension/Save/Decode/Partition/ArmorPurge 키워드 스냅샷은 ContinuousKeywordGate(AS-IS 인터페이스 스캔) 결과를 삭제 시점에 고정하는 headless 보강"
src/HeadlessDCGO.Engine/Headless/Runtime/CardMovementPort.cs,"AS-IS 무대응 순수 실행 인프라 — Unity의 CardObjectController 카드 이동은 트랜스폼/코루틴 부수효과로 이뤄지지만, headless는 이를 CardMovementRequest→MatchState 갱신→GameEvent(CardMoved) 방출→EffectContext 구성이라는 명시적 상태-이벤트 파이프라인으로 재현해야 한다. 게임 판정 로직은 없고 카드 정체성 스냅샷(CardIdentityAdapter) 기반의 순수 이동 배관"
src/HeadlessDCGO.Engine/Headless/Runtime/CardObservation.cs,"AS-IS 무대응 순수 실행 인프라 — RL 관측(observation) 벡터를 위해 카드 인스턴스 상태(DP/레벨/코스트/서스펜드/스택 깊이 등)를 타입 레코드로 통합하는 headless 전용 뷰(G3.5-RL-A4b). DP 계산은 DpCalculator/DigivolutionStackReader 등 다른 substrate에 위임하며, 이 파일 자체는 관측 스키마 조립 배관"
src/HeadlessDCGO.Engine/Headless/Runtime/CardStateMutationPort.cs,"AS-IS 무대응 순수 실행 인프라 — CardMovementPort의 자매 타입으로, 서스펜드/언서스펜드/공개/비공개(Suspend/Unsuspend/Reveal/Hide) 같은 카드 상태 변경을 MatchState 이벤트로 구조화하는 headless 전용 상태-이벤트 파이프라인. 게임 판정 없이 상태 변경 요청→스냅샷 비교→GameEvent(StateChanged) 방출만 수행"
src/HeadlessDCGO.Engine/Headless/Runtime/CheatActionGuard.cs,"AS-IS 무대응 순수 실행 인프라 — AS-IS Unity 클라이언트엔 없는 headless/RL 전용 치트·디버그 액션(카드 이동/핸드 추가/메모리 강제 설정 등)을 정식 에이전트 행동 표면에서 배제하는 필터. 파일 헤더가 명시하듯 은퇴된 OLD Runtime/PassAction.cs에서 그대로 재배치된 substrate 가드"
src/HeadlessDCGO.Engine/Headless/Runtime/ContinuousKeywordGate.cs,"AS-IS Permanent.HasBlocker/HasJamming/HasPierce/... 각 Has<Keyword> 게터군(Permanent.cs) 및 Permanent.IsDigimon(Permanent.cs:3438)의 headless 번역 — NewModelContinuousScan.HasKeyword로 위임해 자기-스태틱 키워드 부여를 라이브 EffectList 스캔으로 판정한다. 파일 헤더가 명시하듯 과거 EffectRegistry 키워드 바인딩 경로(레지스트리 read)는 프로듀서 0으로 은퇴되었고 현재는 AS-IS 인터페이스 스캔이 유일한 라이브 경로(RC-5)"
src/HeadlessDCGO.Engine/Headless/Runtime/ContinuousModifierGate.cs,"AS-IS CardSource.GetPayingCostWithBaseCost(비용 산정 오케스트레이터)의 얇은 위임 wrapper — ResolvePlayCost/ResolveDigivolutionCost는 헤더가 명시하듯 ""thin delegates""로서 실제 비용 폴드 로직(DigiXros/Assembly, IChangeCostEffect 폴드, 0 플로어)은 CardSource에 1:1로 존재한다. 과거 이 파일에 있던 레거시 substrate 비용 폴드(FoldLegacyPlayCostModifiers 등, EffectRegistry NumericModifier 유니온)는 프로듀서 0으로 완전 삭제되어 텍스트만 잔존(W3c-final 은퇴 기록)"
src/HeadlessDCGO.Engine/Headless/Runtime/ContinuousRestrictionGate.cs,"AS-IS Permanent.CanAttack(TargetDigimon)/CanBlock/CanSuspend/CanUnsuspend, CardSource.CanNotEvolve 등 각 Can<X> 판정 게터군의 headless 번역 — NewModelContinuousScan.IsRestrictedNewModel(공용 joint 스캔)으로 위임해 필드의 모든 효과를 순회하며 (subject, counterpart) 쌍에 대한 금지를 판정한다. 파일 헤더가 명시하듯 과거 레지스트리 경유 RestrictionScan 절반(JointRestrictionEffect)은 프로듀서 0으로 완전 삭제되어 AS-IS 인터페이스 스캔만 라이브"
