tobe_path,verdict,diff_count,summary
src/HeadlessDCGO.Engine/Assets/Scripts/Script/ICardEffect.cs,1to1,0,"대조 심볼(전 프로퍼티/게터/셋터/CanTrigger/CanActivate/CanUse/IsOnPlay/IsWhenDigivolving/IsOnDeletion/IsOnAttack/IsSameEffect/ActivateICardEffectExtensionClass 전 메서드/EffectTiming·CalculateOrder enum) 전부 일치(substrate 번역만: IEnumerator→async Task, Permanent/CardSource→ResolvePermanentOfThisCard 브릿지, UnityAction→Action, Debug.Log/UI 스트립, GManager.instance 참조 유지)"
src/HeadlessDCGO.Engine/Assets/Scripts/Script/DeckData.cs,non,20,"TO-BE는 7줄 TODO 스켈레톤(""Skeleton only. Port or implement deterministic .NET logic later.""); AS-IS는 840줄 실로직(덱코드 파싱 생성자, SortValue/DeckID/DeckName, DeckCards/DigitamaDeckCards/AllDeckCards, KeyCard 정렬로직, Add/RemoveCard류 6종, GetDeckCardCodes, SortedDeckCardsList/SortedCardPoolList/SortedCardsList, GetDeckCode/GetThisDeckCode, IsValidDeckCode, IsValidDeckData, EmptyDeckData, ModifiedDeckData, ValidateDeckName, SplitClass) 전부 미포팅"
src/HeadlessDCGO.Engine/Assets/Scripts/Script/CardEffectFactory/ChangePlayCost.cs,1to1,0,"대조 심볼(ChangePlayCostStaticEffect, MandatorySelfPlayCostReduction 및 내부 로컬함수 전부) 완전 일치(substrate 번역 없음, namespace/using만 추가)"
src/HeadlessDCGO.Engine/Assets/Scripts/Script/CardEffectCommons/KeyWordEffects/Execute.cs,1to1,0,"대조 심볼(CanActivateExecute, ExecuteProcess, GainExecute) 전부 일치(substrate 번역만: PermanentOfThisCard→ResolvePermanentOfThisCard 브릿지, attacker==selectedPermanent→InstanceId 비교, IEnumerator→async Task, CreateBuffEffect VFX 스트립)"
src/HeadlessDCGO.Engine/Assets/Scripts/Script/CardEffectCommons/KeyWordEffects/Raid.cs,1to1,0,"대조 심볼(GainRaid, CanActivateRaid, RaidProcess) 전부 일치(substrate 번역만: CardSource 파라미터 추가는 Context 참조용 관행적 스레딩 — HasMatchConditionPermanent/EnumerateFieldPermanentViews 정의 확인 결과 AS-IS와 동일하게 전역 배틀에어리어 스캔; SelectPermanentEffect UI 컴포넌트→ChoiceProvider/EffectChoiceHelpers 치환은 명시 허용된 헤드리스 대체; CreateBuffEffect VFX 스트립)"
src/HeadlessDCGO.Engine/Assets/Scripts/Script/CardEffectFactory/CanNotDigivolve.cs,1to1,0,"대조 심볼(CanNotDigivolveStaticSelfEffect, CanNotDigivolveStaticEffect 및 로컬함수) 전부 일치(substrate 번역만: card.PermanentOfThisCard()→ICardEffect.ResolvePermanentOfThisCard(card))"
src/HeadlessDCGO.Engine/Assets/Scripts/Script/CardEffectCommons/GiveEffect/GiveEffectToPermanent/CanNotSuspend.cs,1to1,0,"대조 심볼(GainCantSuspendUntilOpponentTurnEnd, GainCanNotSuspend) 전부 일치(substrate 번역만: IEnumerator→async Task, 공통 바디를 동일 파일 내부 private GainCanNotSuspendImpl로 추출·양쪽 오버로드가 공유, CreateDebuffEffect VFX 스트립)"
src/HeadlessDCGO.Engine/Assets/Scripts/Script/CardEffectCommons/KeyWordEffects/Iceclad.cs,1to1,0,"대조 심볼(GainIceclad, GainIcecladPlayerEffect) 전부 일치(substrate 번역만: IEnumerator→async Task, CreateBuffEffect VFX 스트립)"
src/HeadlessDCGO.Engine/Assets/Scripts/Script/CardEffectCommons/KeyWordEffects/Evade.cs,1to1,0,"대조 심볼(GainEvade, CanTriggerEvade, CanActivateEvade, EvadeProcess) 전부 일치(substrate 번역만: IEnumerator→async Task, SuspendPermanentsClass(hashtable)→(activateClass,isBlock) 생성자 어댑테이션, HideDeleteEffect UI 스트립)"
src/HeadlessDCGO.Engine/Assets/Scripts/Script/CardEffectCommons/KeyWordEffects/ArmorPurge.cs,non,1,"ArmorPurgeProcess의 핵심 상태변경 로직(구 ArmorPurgeClass.ArmorPurge의 RemoveFromAllArea/AddTrashCard(!IsToken)/WhenTopCardTrashed 방출/SetChangedLocationTime 상당)이 이 파일이 아닌 별도 파일(Headless/Runtime/DeDigivolveHelpers.cs의 ArmorPurgeTopAsync)로 위임됨 — 이 파일쌍만으로 등가 확인 불가(위임 로직은 이 파일 밖에서만 검증 가능)"
src/HeadlessDCGO.Engine/Assets/Scripts/Script/CardEffectFactory/KeyWordEffects/Overclock.cs,1to1,0,"대조 심볼(OverclockSelfEffect, OverclockEffect 및 로컬함수) 전부 일치(substrate 번역만: card.PermanentOfThisCard()→ResolvePermanentOfThisCard, IEnumerator ActivateCoroutine→Task ActivateCoroutine)"
