tobe_path,asis_home_file,asis_symbol,asis_line,근거
src/HeadlessDCGO.Engine/Headless/Runtime/AceOverflowGate.cs,Script/CardController.cs,AceOverflowClass.Overflow(),5827,"class AceOverflowClass at CardController.cs:5827; Overflow() IEnumerator at :5836 filters IsACE && !IsFlipped && on-battle/breeding-area, orders turn-player-first (:5840), and applies AddMemory(-cardSource.OverflowMemory) per card (:5845). OverflowMemory source = CEntity_Base.OverflowMemory (CEntity_Base.cs:35; IsACE => OverflowMemory>=1 at :74). Call sites from field-leave: CardController.cs:4885/5062, CardObjectController.cs:528/598/787/869, Permanent.cs:113. Substrate cites CardController.cs:4885/5062 — verified."
src/HeadlessDCGO.Engine/Headless/Runtime/AttackDeclarationCommons.cs,Script/AttackProcess.cs,AttackProcess.Attack(),73,"IEnumerator Attack(attackingPermanent, defendingPermanent, attackEffect, withoutTap, beforeOnAttackCoroutine) at AttackProcess.cs:73 — the single declaration sequence: DoSecurityCheck reset (:88), beforeOnAttackCoroutine hook (:191, substrate cites :191), OnAllyAttack window emit (:199, substrate cites :199). Substrate's DeclareAttack substrate-write maps to AttackController state; the orchestrated window sequence is Attack()."
src/HeadlessDCGO.Engine/Headless/Runtime/AttackPermanentAction.cs,Script/Permanent.cs,Permanent.CanAttack / Permanent.CanAttackTargetDigimon,2090,"Attack legality lives in Permanent.CanAttack(cardEffect,withoutTap,isVortex,isExecute) at Permanent.cs:2090 and Permanent.CanAttackTargetDigimon(Defender,...) at :2214 (per-target incl. unsuspended/Execute). CanSuspend gate at Permanent.cs:3698 (ICanNotSuspendEffect scan :3709-3730, substrate cites 3698-3742). HasRush at :2708, IsDigimon at :3438. Type/suspend/rush/cannot-attack all folded into these Permanent getters."
src/HeadlessDCGO.Engine/Headless/Runtime/AttackTargetSwitchGate.cs,Script/Permanent.cs,Permanent.CanSwitchAttackTarget,3746,"public bool CanSwitchAttackTarget at Permanent.cs:3746; scans ICanNotSwitchAttackTargetEffect over field/player effect lists (:3758/:3775) and returns false when CanNotBeSwitchAttackTarget(this) (:3762/:3779) matches. Substrate cites 3745-3792 — verified. Consumed at Permanent.cs:2156 (block eligibility, `if(!AttackingPermanent.CanSwitchAttackTarget)`) and AttackProcess.SwitchDefender (:514)."
src/HeadlessDCGO.Engine/Headless/Runtime/BattleDeletionGate.cs,Script/Permanent.cs,Permanent.CanBeDestroyed / Permanent.CanBeDestroyedByBattle,3186,"public bool CanBeDestroyed() at Permanent.cs:3186 and public bool CanBeDestroyedByBattle(AttackingPermanent,DefendingPermanent,DefendingCard) at :3233 — substrate cites 3186/3233, verified. These are the AS-IS deletion-immunity scans the gate mirrors (via NewModelContinuousScan.HasCanNotBeDestroyed*). Consumed in the battle loser gate at CardController.cs:4618/4628/4631/4638."
src/HeadlessDCGO.Engine/Headless/Runtime/BattleResolver.cs,Script/CardController.cs,IBattle.Battle() / IBattle.CompareStats() / DestroyPermanentsClass.Destroy(),4474,"IBattle.Battle() IEnumerator at CardController.cs:4474; HasDP gate at :4478; CompareStats() (DP vs Iceclad source-count) at :4460; OnStartBattle emit :4557; battleResults/CompareStats loop building LoserPermanents :4613-4668 (each gated by CanBeDestroyedByBattle); LoserPermanents hashtable :4696/4697; DestroyPermanentsClass(LoserPermanents,hashtable) :4705; OnEndBattle :4718; OnDetermineDoSecurityCheck(Pierce) :4731; UntilEndBattle bucket reset :4754/4757. PRE would-be-deleted cut-in = DestroyPermanentsClass.Destroy() :3667 (willBeRemoveField=true :3684, WhenPermanentWouldBeDeleted :3696, WhenRemoveField :3705, _Fixed filter :3729-3732, DiscardEvoRoots :3846). All substrate line citations verified."
src/HeadlessDCGO.Engine/Headless/Runtime/BlockTiming.cs,Script/AttackProcess.cs,AttackProcess.BlockTiming() / Permanent.HasBlocker,322,"Block-candidate + selection sequence in AttackProcess.BlockTiming() at AttackProcess.cs:322; CanSelectBlockerCondition (:333) = permanent.HasBlocker (Permanent.cs:2397, Collision immunity check within incl. TopCard.CanNotBeAffected fake-Collision at 2401-2417) && permanent.CanBlock(AttackingPermanent). Selection applied via SwitchDefender(null,true,selectedPermanent) at :378 → SwitchDefender IEnumerator :514 (blocker suspend/OnBlock/OnAttackTargetChanged). Target-lock gate = Permanent.CanSwitchAttackTarget (:2156). Substrate cites AttackProcess.cs:376-379/519 and Permanent.cs:2156/2401-2417 — verified."
src/HeadlessDCGO.Engine/Headless/Runtime/CanNotPlayOptionScan.cs,Script/CardSource.cs,CardSource.CanNotPlayThisOption,184,"public bool CanNotPlayThisOption at CardSource.cs:184 (consumed at :160). Three ICanNotPlayCardEffect scan regions: player.EffectList (region ①, .Some at :198-200), field permanents (region ②, :214-216), option's own EffectList (region ③, :228-230), each `cardEffect is ICanNotPlayCardEffect && CanNotPlay(this)`. Color half `if(!MatchColorRequirement)` at :240 (=MatchColorRequirement :255, wired separately). Substrate cites CardSource.cs:184-248 — verified."
src/HeadlessDCGO.Engine/Headless/Runtime/CardEffectRegistrar.cs,Script/CardSource.cs,CardSource.Init() / cEntity_EffectController.InitUseCountThisTurn(),345,"The concrete AS-IS rule mirrored is the per-turn use-count reset on entering play: CardSource.Init() at CardSource.cs:345 calls cEntity_EffectController.InitUseCountThisTurn() (:347) — substrate cites CardSource.Init()→InitUseCountThisTurn(), verified. The per-timing effect-REGISTRATION itself has no AS-IS analogue: AS-IS keeps no effect registry (a permanent's EffectList is queried live per timing), so RegisterOnEnterPlay's binding-registration is an invented headless seam (now inert — returns empty; UnregisterCard returns 0). Timing enumeration mirrors CEntity_Effect.CardEffects(timing,card)."
src/HeadlessDCGO.Engine/Headless/Runtime/CardLeavePlayCleanup.cs,Script/CardController.cs,DestroyPermanentsClass.Destroy() record-parameters block,3762,"AS-IS ""record parameters just before RemoveField"" block inside DestroyPermanentsClass.Destroy(): CardController.cs:3762-3781 — permanent.DPJustBeforeRemoveField=permanent.DP (:3764), LevelJustBeforeRemoveField when HasLevel (:3768), CostJustBeforeRemoveField=TopCard.GetCostItself when HasPlayCost (:3773), CardNames/CardTraitsJustBeforeRemoveField (:3776/:3777), cardSource.PermanentJustBeforeRemoveField=permanent per source (:3781). Substrate cites 3762-3783, verified. Bounce-path twin at :2719-2736 (non-deletion departure). Keyword snapshot (Fortitude/Ascension/...) has no single AS-IS block — AS-IS reads dead card's EffectList live during deletion processing."
