tobe_path,verdict,diff_count,summary
src/HeadlessDCGO.Engine/Assets/Scripts/Script/Effects.cs,non,1,"TO-BE is a 7-line skeleton stub (""TODO: Skeleton only. Port or implement deterministic .NET logic later.""); AS-IS is a real 2314-line MonoBehaviour with ~20 effect-animation coroutines and state (ShowActivateCardEffectDiscription, DeleteHandCardEffectCoroutine, ActivateFieldPokemonSkillEffect, CreateFieldPermanentCardEffect, DigivolveFieldPermanentCardEffect, BounceEffect, ShowCardEffect, AddHandCardEffect, CreateBuffEffect/CreateDebuffEffect, etc). None of it is present in TO-BE."
src/HeadlessDCGO.Engine/Assets/Scripts/Script/FieldPermanentCard.cs,non,1,"TO-BE is a 7-line skeleton stub (""TODO: Skeleton only.""); AS-IS is a real component (901 lines per batch weight) with FieldPermanentCard fields/methods (Parent, Collider, anim, skipUpdate, SetPermanentData, ShowPermanentData, etc.) referenced elsewhere in this batch (Effects.cs, SelectAppFusionEffect.cs). No logic ported."
src/HeadlessDCGO.Engine/Assets/Scripts/Script/SelectAppFusionEffect.cs,1to1,0,"대조 심볼 N개 전부 일치(substrate 번역만). SetUp_SelectWheterToAppFusion/SetUp_SelectLink/state fields/SelectWheterToAppFusion/SelectLink/AddToSources all present with identical branch structure and ordering. Substrate translations only: IEnumerator->Task, StartCoroutine->await; UI card-panel (OpenSelectCardPanel+SelectedIndex) -> ChoiceProvider ModeChoice request with synthetic ids parsed back to index (documented, preserves SelectedIndex.Count>0/empty semantics); card.appFusionCondition (AS-IS computed property) -> card.AppFusionConditionOf() (TO-BE method) verified semantically identical (same EffectList(None)/IAddAppFusionConditionEffect lookup, just property->method shape); link.PermanentOfThisCard() -> ICardEffect.ResolvePermanentOfThisCard(link) (established bridge idiom); UnityEngine.Debug.Log dropped (log/UI only). AS-IS quirk at line 212 (_endSelectCoroutine_AppFusion null-check gating invocation of _endSelectCoroutine_SelectLink) kept verbatim."
src/HeadlessDCGO.Engine/Assets/Scripts/Script/DeckInfoPanel.cs,non,1,"TO-BE is a 7-line skeleton stub; AS-IS is a real 350-line component. No logic ported."
src/HeadlessDCGO.Engine/Assets/Scripts/Script/CardEffectFactory/ChangeDigivolutionCost.cs,1to1,0,대조 심볼 N개 전부 일치(substrate 번역만). ChangeDigivolutionCostStaticEffect<T> body byte-for-byte identical aside from namespace/using changes and UnityEngine strip; all local functions (ChangeCost/PermanentsCondition/PermanentCondition/CardCondition/RootCondition/isUpDown/CanUseCondition/effectName/isUpValue) match verbatim.
src/HeadlessDCGO.Engine/Assets/Scripts/Script/CardEffectFactory/CanNotBlock.cs,1to1,0,"대조 심볼 N개 전부 일치(substrate 번역만). CanNotBlockStaticSelfEffect/CanNotBlockStaticEffect logic identical; card.PermanentOfThisCard() -> ICardEffect.ResolvePermanentOfThisCard(card) and permanent.TopCard.CanNotBeAffected(ICardEffect) call-site form kept identical (adaptation lives inside CanNotBeAffected's own impl, not this file)."
src/HeadlessDCGO.Engine/Assets/Scripts/Script/CardEffectFactory/KeyWordEffects/Decoy.cs,1to1,0,"대조 심볼 N개 전부 일치(substrate 번역만). DecoySelfEffect/DecoyEffect identical structure/conditions. card.PermanentOfThisCard()->ICardEffect.ResolvePermanentOfThisCard(card); IEnumerator ActivateCoroutine->Task ActivateCoroutine. card.CardID->card.CardNumber in SetHashString verified semantically equivalent (both hold the shared printed/catalog card number; TO-BE CardSource has no CardID field at all; IsSameEffect gates on EffectSourceCard reference equality before HashString, so no collision-risk difference). cardEffect.EffectSourceCard.Owner==card.Owner.Enemy -> ==new Player(card.Context,card.Owner).Enemy?.PlayerId is the entity-ID-model Owner substrate translation used throughout the port."
src/HeadlessDCGO.Engine/Assets/Scripts/Script/CardEffectFactory/KeyWordEffects/Barrier.cs,1to1,0,"대조 심볼 N개 전부 일치(substrate 번역만). BarrierSelfEffect/BarrierEffect identical structure/conditions. card.PermanentOfThisCard()->ICardEffect.ResolvePermanentOfThisCard(card); IEnumerator->Task ActivateCoroutine; card.CardID->card.CardNumber in SetHashString verified semantically equivalent (see Decoy.cs finding: same catalog-number concept, no TO-BE CardID field, IsSameEffect gates on EffectSourceCard reference equality first)."
src/HeadlessDCGO.Engine/Assets/Scripts/Script/CreateNewDeckButton.cs,non,1,"TO-BE is a 7-line skeleton stub; AS-IS is a real 174-line component. No logic ported."
src/HeadlessDCGO.Engine/Assets/Scripts/Script/CardEffectCommons/GiveEffect/GiveEffectToPermanent/TamerBecomesDigimonThatCanNotDigivolve.cs,non,1,"TO-BE drops `changeBaseDPClass.SetActivatedTime(DateTime.Now);` (AS-IS line 48), comment-justified as ""a Unity presentation-ordering timestamp with no headless substrate"". Verified false: ActivatedTime is read in Permanent.cs (lines 301, 472) as `.OrderBy(cardEffect => cardEffect.ActivatedTime)` over cardEffects_ChangeDP_NotIsUpDown when sequentially recomputing BaseDP — it implements ""last-activated set-DP effect wins"" stacking-order semantics, i.e. real game-state logic, not UI. Dropping the SetActivatedTime call means this grant's ChangeBaseDPClass will not sort correctly against other timed set-DP effects on the target, a behavior difference beyond substrate translation. (The other dropped call, the terminal CreateBuffEffect coroutine, is genuinely UI-only and not counted.)"
src/HeadlessDCGO.Engine/Assets/Scripts/Script/CardEffectCommons/GiveEffect/GiveEffectToPermanent/CanNotReturnToHand.cs,1to1,0,"대조 심볼 N개 전부 일치(substrate 번역만). GainCanNotReturnToHand guard/PermanentCondition/CanUseCondition/CannotReturnToHandStaticEffect/AddEffectToPermanent calls identical to AS-IS (both grant unconditionally, gate live behavior via CanUseCondition's CanNotBeAffected check). IEnumerator->Task; dropped `CreateBuffEffect` coroutine call is UI-only (immunity-gated buff icon), no state effect."
src/HeadlessDCGO.Engine/Assets/Scripts/Script/CardEffectFactory/KeyWordEffects/Rush.cs,1to1,0,"대조 심볼 N개 전부 일치(substrate 번역만). RushSelfStaticEffect/RushStaticEffect identical; card.PermanentOfThisCard()->ICardEffect.ResolvePermanentOfThisCard(card) is the only difference (documented bridge idiom)."
src/HeadlessDCGO.Engine/Assets/Scripts/Script/CardEffectFactory/CanNotBeTrashedByEffect.cs,1to1,0,대조 심볼 N개 전부 일치(substrate 번역만). CanNotBeTrashedBySkillStaticEffect body byte-for-byte identical aside from namespace/using changes and UnityEngine strip.
src/HeadlessDCGO.Engine/Assets/Scripts/Script/CardEffects/CanNotBeDestroyedByBattleClass.cs,1to1,0,대조 심볼 N개 전부 일치(substrate 번역만). SetUpCanNotBeDestroyedByBattleClass/CanNotBeDestroyedByBattle/PermanentCondition identical.
src/HeadlessDCGO.Engine/Assets/Scripts/Script/CardEffectFactory/CanNotBeRemoved.cs,1to1,0,대조 심볼 N개 전부 일치(substrate 번역만). CanNotBeRemovedStaticEffect body byte-for-byte identical aside from namespace/using changes and UnityEngine strip.
src/HeadlessDCGO.Engine/Assets/Scripts/Script/CardEffects/CannotReturnToLibraryClass.cs,1to1,0,대조 심볼 N개 전부 일치(substrate 번역만). SetUpCannotReturnToLibraryClass/CannotReturnToLibrary identical.
src/HeadlessDCGO.Engine/Assets/Scripts/Script/CardEffectFactory/KeyWordEffects/Ascension.cs,1to1,0,대조 심볼 N개 전부 일치(substrate 번역만). AscensionSelfEffect/CanUseCondition/CanActivateCondition identical; IEnumerator ActivateCoroutine->Task ActivateCoroutine only difference.
src/HeadlessDCGO.Engine/Assets/Scripts/Script/CardEffects/AddDetailClass.cs,1to1,0,대조 심볼 N개 전부 일치(substrate 번역만). SetUpAddDetailClass/PermanentCondition/GetDetail/TriggerEffect identical.
src/HeadlessDCGO.Engine/Assets/Scripts/Script/CardEffects/CanNotEvolveClass.cs,1to1,0,대조 심볼 N개 전부 일치(substrate 번역만). SetUpCanNotEvolveClass/CanNotEvolve identical (class name CanNotDigivolveClass preserved in both).
src/HeadlessDCGO.Engine/Assets/Scripts/Script/CardEffects/CanNotPutFieldClass.cs,1to1,0,대조 심볼 N개 전부 일치(substrate 번역만). SetUpCanNotPutFieldClass/CanNotPutField identical.
src/HeadlessDCGO.Engine/Assets/Scripts/Script/CardEffects/IgnoreColorConditionClass.cs,1to1,0,대조 심볼 N개 전부 일치(substrate 번역만). SetUpIgnoreColorConditionClass/IgnoreColorCondition identical.
src/HeadlessDCGO.Engine/Assets/Scripts/Script/CardEffects/AddBurstDigivolutionConditionClass.cs,1to1,0,대조 심볼 N개 전부 일치(substrate 번역만). SetUpAddBurstDigivolutionConditionClass/GetBurstDigivolutionCondition identical.
